geocodigoFundar,geonombreFundar,anio,valor_en_porcentaje
BRA,Brasil,1994,45.504173
BRA,Brasil,1995,45.10697
BRA,Brasil,1996,44.64007
BRA,Brasil,1997,43.838768
BRA,Brasil,1998,44.010098
BRA,Brasil,1999,43.936626
BRA,Brasil,2000,43.17118
BRA,Brasil,2001,40.32103
BRA,Brasil,2002,41.829727
BRA,Brasil,2003,43.201332
BRA,Brasil,2004,42.914616
BRA,Brasil,2005,43.563324
BRA,Brasil,2006,43.816383
BRA,Brasil,2007,44.66832
BRA,Brasil,2008,43.913494
BRA,Brasil,2009,46.731262
BRA,Brasil,2010,45.072945
BRA,Brasil,2011,45.192383
BRA,Brasil,2012,42.944187
BRA,Brasil,2013,41.090595
BRA,Brasil,2014,39.964443
BRA,Brasil,2015,41.11646
BRA,Brasil,2016,44.165867
BRA,Brasil,2017,43.811283
BRA,Brasil,2018,46.57293
BRA,Brasil,2019,47.96302
BRA,Brasil,2020,49.73668
BRA,Brasil,2021,45.948105
BRA,Brasil,2022,49.808754
BRA,Brasil,2023,51.26996
BGR,Bulgaria,1965,4.931371
BGR,Bulgaria,1966,4.6229753
BGR,Bulgaria,1967,4.0036206
BGR,Bulgaria,1968,2.3115647
BGR,Bulgaria,1969,2.9225402
BGR,Bulgaria,1970,3.0394952
BGR,Bulgaria,1971,2.9434657
BGR,Bulgaria,1972,2.7616532
BGR,Bulgaria,1973,3.2605417
BGR,Bulgaria,1974,3.6594305
BGR,Bulgaria,1975,5.465439
BGR,Bulgaria,1976,8.146262
BGR,Bulgaria,1977,9.162012
BGR,Bulgaria,1978,8.274549
BGR,Bulgaria,1979,8.586367
BGR,Bulgaria,1980,8.474185
BGR,Bulgaria,1981,11.048305
BGR,Bulgaria,1982,11.650768
BGR,Bulgaria,1983,13.141084
BGR,Bulgaria,1984,13.485257
BGR,Bulgaria,1985,13.023737
BGR,Bulgaria,1986,11.968174
BGR,Bulgaria,1987,12.356301
BGR,Bulgaria,1988,15.001813
BGR,Bulgaria,1989,14.030793
BGR,Bulgaria,1990,14.312848
BGR,Bulgaria,1991,16.799929
BGR,Bulgaria,1992,15.543313
BGR,Bulgaria,1993,17.04572
BGR,Bulgaria,1994,18.673803
BGR,Bulgaria,1995,20.320889
BGR,Bulgaria,1996,22.010422
BGR,Bulgaria,1997,22.720112
BGR,Bulgaria,1998,23.062014
BGR,Bulgaria,1999,24.372551
BGR,Bulgaria,2000,27.307457
BGR,Bulgaria,2001,26.705555
BGR,Bulgaria,2002,28.836102
BGR,Bulgaria,2003,25.193947
BGR,Bulgaria,2004,25.489313
BGR,Bulgaria,2005,26.927385
BGR,Bulgaria,2006,27.11626
BGR,Bulgaria,2007,20.575241
BGR,Bulgaria,2008,22.052929
BGR,Bulgaria,2009,25.345192
BGR,Bulgaria,2010,26.863968
BGR,Bulgaria,2011,24.102104
BGR,Bulgaria,2012,26.66698
BGR,Bulgaria,2013,28.885094
BGR,Bulgaria,2014,29.603085
BGR,Bulgaria,2015,28.99189
BGR,Bulgaria,2016,28.825388
BGR,Bulgaria,2017,26.63935
BGR,Bulgaria,2018,31.298628
BGR,Bulgaria,2019,30.568409
BGR,Bulgaria,2020,32.98377
BGR,Bulgaria,2021,32.371677
BGR,Bulgaria,2022,30.413761
BGR,Bulgaria,2023,35.245293
CAN,Canadá,1965,25.164799
CAN,Canadá,1966,26.227749
CAN,Canadá,1967,25.638502
CAN,Canadá,1968,24.632303
CAN,Canadá,1969,25.60727
CAN,Canadá,1970,25.18255
CAN,Canadá,1971,25.556093
CAN,Canadá,1972,26.880077
CAN,Canadá,1973,27.474419
CAN,Canadá,1974,28.60637
CAN,Canadá,1975,27.71457
CAN,Canadá,1976,28.393713
CAN,Canadá,1977,28.756395
CAN,Canadá,1978,30.484804
CAN,Canadá,1979,31.059208
CAN,Canadá,1980,31.51935
CAN,Canadá,1981,33.6213
CAN,Canadá,1982,33.57675
CAN,Canadá,1983,35.803665
CAN,Canadá,1984,36.21152
CAN,Canadá,1985,37.621876
CAN,Canadá,1986,39.055515
CAN,Canadá,1987,39.012127
CAN,Canadá,1988,37.20411
CAN,Canadá,1989,35.013893
CAN,Canadá,1990,36.31499
CAN,Canadá,1991,38.421528
CAN,Canadá,1992,37.832676
CAN,Canadá,1993,38.774628
CAN,Canadá,1994,39.131744
CAN,Canadá,1995,38.040516
CAN,Canadá,1996,38.403633
CAN,Canadá,1997,36.94579
CAN,Canadá,1998,35.161274
CAN,Canadá,1999,35.42059
CAN,Canadá,2000,35.391804
CAN,Canadá,2001,34.212105
CAN,Canadá,2002,34.23422
CAN,Canadá,2003,32.757248
CAN,Canadá,2004,33.414867
CAN,Canadá,2005,34.886208
CAN,Canadá,2006,34.660275
CAN,Canadá,2007,34.127686
CAN,Canadá,2008,35.23629
CAN,Canadá,2009,35.659748
CAN,Canadá,2010,34.198296
CAN,Canadá,2011,34.96656
CAN,Canadá,2012,35.349712
CAN,Canadá,2013,35.69833
CAN,Canadá,2014,35.108894
CAN,Canadá,2015,35.41897
CAN,Canadá,2016,36.156864
CAN,Canadá,2017,36.14545
CAN,Canadá,2018,35.00144
CAN,Canadá,2019,34.799786
CAN,Canadá,2020,37.182617
CAN,Canadá,2021,36.25756
CAN,Canadá,2022,36.017418
CAN,Canadá,2023,34.989605
EGY,Egipto,1965,5.587894
EGY,Egipto,1966,5.5950437
EGY,Egipto,1967,7.041625
EGY,Egipto,1968,9.956792
EGY,Egipto,1969,16.08243
EGY,Egipto,1970,15.164636
EGY,Egipto,1971,15.877998
EGY,Egipto,1972,14.63569
EGY,Egipto,1973,15.458054
EGY,Egipto,1974,16.143082
EGY,Egipto,1975,16.16058
EGY,Egipto,1976,15.923643
EGY,Egipto,1977,16.571007
EGY,Egipto,1978,17.237104
EGY,Egipto,1979,15.267534
EGY,Egipto,1980,13.69403
EGY,Egipto,1981,12.52634
EGY,Egipto,1982,11.533038
EGY,Egipto,1983,9.980415
EGY,Egipto,1984,8.979603
EGY,Egipto,1985,8.225813
EGY,Egipto,1986,7.8884335
EGY,Egipto,1987,7.4370356
EGY,Egipto,1988,7.214404
EGY,Egipto,1989,7.3539524
EGY,Egipto,1990,7.5208664
EGY,Egipto,1991,7.3963394
EGY,Egipto,1992,7.3806868
EGY,Egipto,1993,7.595429
EGY,Egipto,1994,7.6767826
EGY,Egipto,1995,7.558946
EGY,Egipto,1996,7.3617535
EGY,Egipto,1997,7.2438493
EGY,Egipto,1998,7.1541777
EGY,Egipto,1999,7.409151
EGY,Egipto,2000,7.416067
EGY,Egipto,2001,7.225908
EGY,Egipto,2002,6.795775
EGY,Egipto,2003,5.9376993
EGY,Egipto,2004,5.6346426
EGY,Egipto,2005,5.385707
EGY,Egipto,2006,5.1723156
EGY,Egipto,2007,5.363156
EGY,Egipto,2008,5.4142365
EGY,Egipto,2009,4.8005958
EGY,Egipto,2010,4.4617195
EGY,Egipto,2011,4.315468
EGY,Egipto,2012,4.160286
EGY,Egipto,2013,4.15519
EGY,Egipto,2014,4.1552024
EGY,Egipto,2015,4.3093953
EGY,Egipto,2016,4.1127086
EGY,Egipto,2017,3.8524866
EGY,Egipto,2018,4.065821
EGY,Egipto,2019,5.1530914
EGY,Egipto,2020,6.528981
EGY,Egipto,2021,6.0273504
EGY,Egipto,2022,5.699291
EGY,Egipto,2023,5.891331
ZAF,Sudáfrica,1965,0.030886449
ZAF,Sudáfrica,1966,0.029866165
ZAF,Sudáfrica,1967,0.020714175
ZAF,Sudáfrica,1968,0.018117523
ZAF,Sudáfrica,1969,0.015396576
ZAF,Sudáfrica,1970,0.017539408
ZAF,Sudáfrica,1971,0.07294351
ZAF,Sudáfrica,1972,0.52579415
ZAF,Sudáfrica,1973,0.577211
ZAF,Sudáfrica,1974,0.6448366
ZAF,Sudáfrica,1975,0.59844273
ZAF,Sudáfrica,1976,0.96040404
ZAF,Sudáfrica,1977,0.9714049
ZAF,Sudáfrica,1978,0.96227163
ZAF,Sudáfrica,1979,0.5590492
ZAF,Sudáfrica,1980,0.45417184
ZAF,Sudáfrica,1981,0.65005094
ZAF,Sudáfrica,1982,0.37149048
ZAF,Sudáfrica,1983,0.21470517
ZAF,Sudáfrica,1984,1.4285707
ZAF,Sudáfrica,1985,1.8507943
ZAF,Sudáfrica,1986,3.1960719
ZAF,Sudáfrica,1987,2.3541007
ZAF,Sudáfrica,1988,3.753627
ZAF,Sudáfrica,1989,3.9822285
ZAF,Sudáfrica,1990,2.6183872
ZAF,Sudáfrica,1991,3.1108956
ZAF,Sudáfrica,1992,2.7826126
ZAF,Sudáfrica,1993,2.0500097
ZAF,Sudáfrica,1994,2.870189
ZAF,Sudáfrica,1995,3.0094414
ZAF,Sudáfrica,1996,3.2904696
ZAF,Sudáfrica,1997,3.649642
ZAF,Sudáfrica,1998,3.8467991
ZAF,Sudáfrica,1999,3.3115938
ZAF,Sudáfrica,2000,3.5198317
ZAF,Sudáfrica,2001,3.0763729
ZAF,Sudáfrica,2002,3.5883243
ZAF,Sudáfrica,2003,3.1434119
ZAF,Sudáfrica,2004,3.0326757
ZAF,Sudáfrica,2005,2.792506
ZAF,Sudáfrica,2006,2.7957935
ZAF,Sudáfrica,2007,3.01436
ZAF,Sudáfrica,2008,2.792477
ZAF,Sudáfrica,2009,2.7702878
ZAF,Sudáfrica,2010,2.786564
ZAF,Sudáfrica,2011,3.0916982
ZAF,Sudáfrica,2012,2.7498205
ZAF,Sudáfrica,2013,2.9879963
ZAF,Sudáfrica,2014,3.3270235
ZAF,Sudáfrica,2015,3.5857077
ZAF,Sudáfrica,2016,4.172961
ZAF,Sudáfrica,2017,4.7407007
ZAF,Sudáfrica,2018,4.472928
ZAF,Sudáfrica,2019,4.5733137
ZAF,Sudáfrica,2020,4.498148
ZAF,Sudáfrica,2021,5.612547
ZAF,Sudáfrica,2022,5.6754904
ZAF,Sudáfrica,2023,5.584133
SVK,Eslovaquia,1965,6.1526546
SVK,Eslovaquia,1966,5.695992
SVK,Eslovaquia,1967,4.855119
SVK,Eslovaquia,1968,4.0370173
SVK,Eslovaquia,1969,3.0090575
SVK,Eslovaquia,1970,4.1029906
SVK,Eslovaquia,1971,2.8729024
SVK,Eslovaquia,1972,2.8667028
SVK,Eslovaquia,1973,2.7478938
SVK,Eslovaquia,1974,4.54585
SVK,Eslovaquia,1975,3.5232208
SVK,Eslovaquia,1976,3.8035312
SVK,Eslovaquia,1977,3.728671
SVK,Eslovaquia,1978,3.2149608
SVK,Eslovaquia,1979,5.4123397
SVK,Eslovaquia,1980,8.905686
SVK,Eslovaquia,1981,9.376169
SVK,Eslovaquia,1982,10.080485
SVK,Eslovaquia,1983,10.604702
SVK,Eslovaquia,1984,10.821858
SVK,Eslovaquia,1985,13.719656
SVK,Eslovaquia,1986,16.076738
SVK,Eslovaquia,1987,15.79752
SVK,Eslovaquia,1988,15.459297
SVK,Eslovaquia,1989,16.270157
SVK,Eslovaquia,1990,15.989881
SVK,Eslovaquia,1991,16.801575
SVK,Eslovaquia,1992,17.349037
SVK,Eslovaquia,1993,20.404024
SVK,Eslovaquia,1994,23.50388
SVK,Eslovaquia,1995,22.35181
SVK,Eslovaquia,1996,21.031197
SVK,Eslovaquia,1997,20.951532
SVK,Eslovaquia,1998,21.45281
SVK,Eslovaquia,1999,23.876404
SVK,Eslovaquia,2000,27.69725
SVK,Eslovaquia,2001,28.286716
SVK,Eslovaquia,2002,29.226685
SVK,Eslovaquia,2003,27.355179
SVK,Eslovaquia,2004,27.430254
SVK,Eslovaquia,2005,27.499195
SVK,Eslovaquia,2006,28.81902
SVK,Eslovaquia,2007,27.304571
SVK,Eslovaquia,2008,27.755741
SVK,Eslovaquia,2009,27.373075
SVK,Eslovaquia,2010,27.591356
SVK,Eslovaquia,2011,28.46719
SVK,Eslovaquia,2012,30.172613
SVK,Eslovaquia,2013,30.854008
SVK,Eslovaquia,2014,32.813473
SVK,Eslovaquia,2015,31.679123
SVK,Eslovaquia,2016,31.518919
SVK,Eslovaquia,2017,30.060268
SVK,Eslovaquia,2018,29.076523
SVK,Eslovaquia,2019,31.853455
SVK,Eslovaquia,2020,32.935352
SVK,Eslovaquia,2021,30.811522
SVK,Eslovaquia,2022,32.15116
SVK,Eslovaquia,2023,36.24741
SAU,Arabia Saudita,1965,0.0
SAU,Arabia Saudita,1966,0.0
SAU,Arabia Saudita,1967,0.0
SAU,Arabia Saudita,1968,0.0
SAU,Arabia Saudita,1969,0.0
SAU,Arabia Saudita,1970,0.0
SAU,Arabia Saudita,1971,0.0
SAU,Arabia Saudita,1972,0.0
SAU,Arabia Saudita,1973,0.0
SAU,Arabia Saudita,1974,0.0
SAU,Arabia Saudita,1975,0.0
SAU,Arabia Saudita,1976,0.0
SAU,Arabia Saudita,1977,0.0
SAU,Arabia Saudita,1978,0.0
SAU,Arabia Saudita,1979,0.0
SAU,Arabia Saudita,1980,0.0
SAU,Arabia Saudita,1981,0.0
SAU,Arabia Saudita,1982,0.0
SAU,Arabia Saudita,1983,0.0
SAU,Arabia Saudita,1984,0.0
SAU,Arabia Saudita,1985,0.0
SAU,Arabia Saudita,1986,0.0
SAU,Arabia Saudita,1987,0.0
SAU,Arabia Saudita,1988,0.0
SAU,Arabia Saudita,1989,0.0
SAU,Arabia Saudita,1990,0.0
SAU,Arabia Saudita,1991,0.0
SAU,Arabia Saudita,1992,0.0
SAU,Arabia Saudita,1993,0.0
SAU,Arabia Saudita,1994,0.0
SAU,Arabia Saudita,1995,0.0
SAU,Arabia Saudita,1996,0.0
SAU,Arabia Saudita,1997,0.0
SAU,Arabia Saudita,1998,0.0
SAU,Arabia Saudita,1999,0.0
SAU,Arabia Saudita,2000,
SAU,Arabia Saudita,2001,
SAU,Arabia Saudita,2002,
SAU,Arabia Saudita,2003,
SAU,Arabia Saudita,2004,
SAU,Arabia Saudita,2005,
SAU,Arabia Saudita,2006,
SAU,Arabia Saudita,2007,
SAU,Arabia Saudita,2008,
SAU,Arabia Saudita,2009,
SAU,Arabia Saudita,2010,
SAU,Arabia Saudita,2011,
SAU,Arabia Saudita,2012,
SAU,Arabia Saudita,2013,
SAU,Arabia Saudita,2014,
SAU,Arabia Saudita,2015,
SAU,Arabia Saudita,2016,
SAU,Arabia Saudita,2017,
SAU,Arabia Saudita,2018,
SAU,Arabia Saudita,2019,
SAU,Arabia Saudita,2020,
SAU,Arabia Saudita,2021,
SAU,Arabia Saudita,2022,
SAU,Arabia Saudita,2023,
ROU,Rumania,1965,1.0662187
ROU,Rumania,1966,1.0295304
ROU,Rumania,1967,1.3156693
ROU,Rumania,1968,1.3085219
ROU,Rumania,1969,1.6154395
ROU,Rumania,1970,1.8980381
ROU,Rumania,1971,2.8985322
ROU,Rumania,1972,4.4929147
ROU,Rumania,1973,4.244083
ROU,Rumania,1974,4.733459
ROU,Rumania,1975,4.793049
ROU,Rumania,1976,3.851948
ROU,Rumania,1977,4.187206
ROU,Rumania,1978,4.4158015
ROU,Rumania,1979,4.625903
ROU,Rumania,1980,5.1059155
ROU,Rumania,1981,5.1341105
ROU,Rumania,1982,4.8196645
ROU,Rumania,1983,4.1099563
ROU,Rumania,1984,4.670981
ROU,Rumania,1985,5.2583566
ROU,Rumania,1986,4.3782783
ROU,Rumania,1987,4.377777
ROU,Rumania,1988,5.6659927
ROU,Rumania,1989,5.2358437
ROU,Rumania,1990,4.590245
ROU,Rumania,1991,6.907993
ROU,Rumania,1992,6.2837853
ROU,Rumania,1993,7.054651
ROU,Rumania,1994,7.641243
ROU,Rumania,1995,8.897041
ROU,Rumania,1996,9.162137
ROU,Rumania,1997,12.827895
ROU,Rumania,1998,14.810383
ROU,Rumania,1999,16.343182
ROU,Rumania,2000,14.079319
ROU,Rumania,2001,13.924411
ROU,Rumania,2002,14.11412
ROU,Rumania,2003,11.811016
ROU,Rumania,2004,13.753408
ROU,Rumania,2005,15.8853035
ROU,Rumania,2006,14.461563
ROU,Rumania,2007,14.779511
ROU,Rumania,2008,17.62045
ROU,Rumania,2009,19.230595
ROU,Rumania,2010,22.369429
ROU,Rumania,2011,19.187922
ROU,Rumania,2012,18.613241
ROU,Rumania,2013,23.472889
ROU,Rumania,2014,26.37572
ROU,Rumania,2015,26.95562
ROU,Rumania,2016,27.377161
ROU,Rumania,2017,25.127775
ROU,Rumania,2018,25.975067
ROU,Rumania,2019,25.546679
ROU,Rumania,2020,26.755035
ROU,Rumania,2021,26.230427
ROU,Rumania,2022,26.260809
ROU,Rumania,2023,29.723492
PER,Perú,1965,14.111191
PER,Perú,1966,12.449849
PER,Perú,1967,13.701914
PER,Perú,1968,14.438607
PER,Perú,1969,15.602732
PER,Perú,1970,14.4538965
PER,Perú,1971,17.671724
PER,Perú,1972,20.367374
PER,Perú,1973,19.269955
PER,Perú,1974,18.357449
PER,Perú,1975,18.165419
PER,Perú,1976,18.74816
PER,Perú,1977,19.299877
PER,Perú,1978,19.762915
PER,Perú,1979,20.380562
PER,Perú,1980,19.653427
PER,Perú,1981,21.26738
PER,Perú,1982,22.379803
PER,Perú,1983,24.702398
PER,Perú,1984,25.10971
PER,Perú,1985,27.571493
PER,Perú,1986,27.36942
PER,Perú,1987,27.023897
PER,Perú,1988,26.669767
PER,Perú,1989,29.208479
PER,Perú,1990,29.3326
PER,Perú,1991,32.41311
PER,Perú,1992,28.13108
PER,Perú,1993,31.19632
PER,Perú,1994,31.000927
PER,Perú,1995,29.034714
PER,Perú,1996,28.98498
PER,Perú,1997,29.360386
PER,Perú,1998,29.655834
PER,Perú,1999,30.457071
PER,Perú,2000,32.80372
PER,Perú,2001,35.784416
PER,Perú,2002,35.718193
PER,Perú,2003,36.943634
PER,Perú,2004,32.471977
PER,Perú,2005,32.167603
PER,Perú,2006,34.89119
PER,Perú,2007,31.920078
PER,Perú,2008,28.833765
PER,Perú,2009,29.686222
PER,Perú,2010,26.664782
PER,Perú,2011,25.767502
PER,Perú,2012,25.90535
PER,Perú,2013,26.089096
PER,Perú,2014,25.83989
PER,Perú,2015,25.96086
PER,Perú,2016,24.635092
PER,Perú,2017,28.8025
PER,Perú,2018,29.431831
PER,Perú,2019,29.259867
PER,Perú,2020,32.38074
PER,Perú,2021,29.827547
PER,Perú,2022,26.950771
PER,Perú,2023,26.3495
PAK,Pakistán,1965,7.8989325
PAK,Pakistán,1966,7.8401723
PAK,Pakistán,1967,8.392018
PAK,Pakistán,1968,8.885178
PAK,Pakistán,1969,9.32975
PAK,Pakistán,1970,8.390381
PAK,Pakistán,1971,11.862198
PAK,Pakistán,1972,13.898219
PAK,Pakistán,1973,14.215199
PAK,Pakistán,1974,13.5965605
PAK,Pakistán,1975,14.901722
PAK,Pakistán,1976,15.559706
PAK,Pakistán,1977,16.396587
PAK,Pakistán,1978,18.48265
PAK,Pakistán,1979,18.069641
PAK,Pakistán,1980,17.12823
PAK,Pakistán,1981,16.780693
PAK,Pakistán,1982,17.143526
PAK,Pakistán,1983,18.630857
PAK,Pakistán,1984,18.312424
PAK,Pakistán,1985,18.1585
PAK,Pakistán,1986,16.570778
PAK,Pakistán,1987,18.999693
PAK,Pakistán,1988,18.619598
PAK,Pakistán,1989,17.765394
PAK,Pakistán,1990,16.927334
PAK,Pakistán,1991,17.06951
PAK,Pakistán,1992,17.80554
PAK,Pakistán,1993,17.541424
PAK,Pakistán,1994,16.775982
PAK,Pakistán,1995,16.73844
PAK,Pakistán,1996,16.97501
PAK,Pakistán,1997,13.201102
PAK,Pakistán,1998,15.9530325
PAK,Pakistán,1999,13.47102
PAK,Pakistán,2000,11.8989
PAK,Pakistán,2001,12.602668
PAK,Pakistán,2002,13.221514
PAK,Pakistán,2003,14.280449
PAK,Pakistán,2004,13.74815
PAK,Pakistán,2005,14.676173
PAK,Pakistán,2006,13.648592
PAK,Pakistán,2007,13.23358
PAK,Pakistán,2008,11.200504
PAK,Pakistán,2009,11.811532
PAK,Pakistán,2010,12.088588
PAK,Pakistán,2011,12.820682
PAK,Pakistán,2012,5.356403
PAK,Pakistán,2013,13.005543
PAK,Pakistán,2014,13.060996
PAK,Pakistán,2015,12.538181
PAK,Pakistán,2016,20.566446
PAK,Pakistán,2017,11.794717
PAK,Pakistán,2018,11.757548
PAK,Pakistán,2019,13.292276
PAK,Pakistán,2020,14.341721
PAK,Pakistán,2021,13.931282
PAK,Pakistán,2022,16.320614
PAK,Pakistán,2023,18.11171
MAR,Marruecos,1965,20.195011
MAR,Marruecos,1966,13.327539
MAR,Marruecos,1967,11.18483
MAR,Marruecos,1968,11.826925
MAR,Marruecos,1969,13.944498
MAR,Marruecos,1970,13.103196
MAR,Marruecos,1971,13.923879
MAR,Marruecos,1972,13.526379
MAR,Marruecos,1973,9.094625
MAR,Marruecos,1974,9.542439
MAR,Marruecos,1975,7.134391
MAR,Marruecos,1976,6.466088
MAR,Marruecos,1977,7.88484
MAR,Marruecos,1978,7.7057586
MAR,Marruecos,1979,7.719043
MAR,Marruecos,1980,7.3711247
MAR,Marruecos,1981,5.1364617
MAR,Marruecos,1982,2.7842176
MAR,Marruecos,1983,2.2804005
MAR,Marruecos,1984,1.7123275
MAR,Marruecos,1985,2.2006679
MAR,Marruecos,1986,2.8153405
MAR,Marruecos,1987,3.5068126
MAR,Marruecos,1988,3.7663102
MAR,Marruecos,1989,4.231739
MAR,Marruecos,1990,4.359246
MAR,Marruecos,1991,4.3259
MAR,Marruecos,1992,3.0396225
MAR,Marruecos,1993,1.382297
MAR,Marruecos,1994,2.3779473
MAR,Marruecos,1995,1.7634826
MAR,Marruecos,1996,5.4025164
MAR,Marruecos,1997,5.5313864
MAR,Marruecos,1998,4.6007285
MAR,Marruecos,1999,2.0588021
MAR,Marruecos,2000,1.9685844
MAR,Marruecos,2001,2.4725895
MAR,Marruecos,2002,2.324444
MAR,Marruecos,2003,3.6562476
MAR,Marruecos,2004,3.472617
MAR,Marruecos,2005,2.0785131
MAR,Marruecos,2006,2.0145028
MAR,Marruecos,2007,2.0458596
MAR,Marruecos,2008,1.8940095
MAR,Marruecos,2009,4.7016606
MAR,Marruecos,2010,5.875152
MAR,Marruecos,2011,3.6347337
MAR,Marruecos,2012,3.1035633
MAR,Marruecos,2013,5.0947366
MAR,Marruecos,2014,4.4455295
MAR,Marruecos,2015,5.377317
MAR,Marruecos,2016,5.5828094
MAR,Marruecos,2017,5.275795
MAR,Marruecos,2018,7.0946255
MAR,Marruecos,2019,7.536463
MAR,Marruecos,2020,7.5576315
MAR,Marruecos,2021,7.5325413
MAR,Marruecos,2022,6.983913
MAR,Marruecos,2023,8.444775
MEX,México,1965,8.934724
MEX,México,1966,9.63311
MEX,México,1967,10.29133
MEX,México,1968,10.842833
MEX,México,1969,10.4753
MEX,México,1970,10.981713
MEX,México,1971,10.142723
MEX,México,1972,9.780027
MEX,México,1973,9.648298
MEX,México,1974,9.094654
MEX,México,1975,7.7844524
MEX,México,1976,8.30845
MEX,México,1977,8.738277
MEX,México,1978,6.597964
MEX,México,1979,6.7473707
MEX,México,1980,5.803557
MEX,México,1981,7.5373635
MEX,México,1982,6.8430977
MEX,México,1983,6.308686
MEX,México,1984,6.831296
MEX,México,1985,7.82051
MEX,México,1986,6.596592
MEX,México,1987,6.1185946
MEX,México,1988,6.7846136
MEX,México,1989,7.3806286
MEX,México,1990,7.22243
MEX,México,1991,7.0443044
MEX,México,1992,7.852075
MEX,México,1993,8.047504
MEX,México,1994,6.1356316
MEX,México,1995,8.619722
MEX,México,1996,8.989228
MEX,México,1997,8.231412
MEX,México,1998,7.411193
MEX,México,1999,8.924628
MEX,México,2000,8.286875
MEX,México,2001,7.561596
MEX,México,2002,6.865238
MEX,México,2003,6.1660323
MEX,México,2004,6.472978
MEX,México,2005,6.5762496
MEX,México,2006,6.747216
MEX,México,2007,6.2871976
MEX,México,2008,7.435234
MEX,México,2009,5.9610667
MEX,México,2010,6.849081
MEX,México,2011,6.9458404
MEX,México,2012,6.3527317
MEX,México,2013,6.3120627
MEX,México,2014,7.740564
MEX,México,2015,7.3517194
MEX,México,2016,7.13514
MEX,México,2017,7.2180285
MEX,México,2018,8.101618
MEX,México,2019,8.166902
MEX,México,2020,10.48197
MEX,México,2021,11.385198
MEX,México,2022,10.882521
MEX,México,2023,9.924693
IRN,Irán,1965,5.2250767
IRN,Irán,1966,5.151487
IRN,Irán,1967,5.0412226
IRN,Irán,1968,4.9317336
IRN,Irán,1969,4.837112
IRN,Irán,1970,4.4152985
IRN,Irán,1971,4.3325543
IRN,Irán,1972,5.018947
IRN,Irán,1973,3.5577044
IRN,Irán,1974,3.4556205
IRN,Irán,1975,3.1140482
IRN,Irán,1976,3.0952492
IRN,Irán,1977,2.8250146
IRN,Irán,1978,4.5260034
IRN,Irán,1979,3.6342711
IRN,Irán,1980,4.064726
IRN,Irán,1981,4.4219165
IRN,Irán,1982,4.111237
IRN,Irán,1983,3.3884645
IRN,Irán,1984,2.9317567
IRN,Irán,1985,2.7088299
IRN,Irán,1986,3.4556096
IRN,Irán,1987,3.5734787
IRN,Irán,1988,3.6968005
IRN,Irán,1989,2.7610445
IRN,Irán,1990,2.6902497
IRN,Irán,1991,1.8835832
IRN,Irán,1992,2.7959177
IRN,Irán,1993,3.4577887
IRN,Irán,1994,2.021462
IRN,Irán,1995,2.326306
IRN,Irán,1996,2.2645998
IRN,Irán,1997,1.4810697
IRN,Irán,1998,1.7921339
IRN,Irán,1999,1.1498691
IRN,Irán,2000,0.8082891
IRN,Irán,2001,0.8181908
IRN,Irán,2002,1.4433478
IRN,Irán,2003,1.6837656
IRN,Irán,2004,1.8843321
IRN,Irán,2005,2.1426384
IRN,Irán,2006,2.500738
IRN,Irán,2007,2.2706358
IRN,Irán,2008,0.9233144
IRN,Irán,2009,0.8159316
IRN,Irán,2010,1.1913837
IRN,Irán,2011,1.2033179
IRN,Irán,2012,1.5264704
IRN,Irán,2013,1.9474113
IRN,Irán,2014,1.8261433
IRN,Irán,2015,1.6505227
IRN,Irán,2016,2.025012
IRN,Irán,2017,2.1627023
IRN,Irán,2018,1.4909512
IRN,Irán,2019,3.3323083
IRN,Irán,2020,2.404354
IRN,Irán,2021,1.4936113
IRN,Irán,2022,1.6752439
IRN,Irán,2023,2.2913136
IDN,Indonesia,1965,6.385929
IDN,Indonesia,1966,8.36461
IDN,Indonesia,1967,9.505836
IDN,Indonesia,1968,11.010139
IDN,Indonesia,1969,10.201887
IDN,Indonesia,1970,11.57067
IDN,Indonesia,1971,4.00115
IDN,Indonesia,1972,3.3738363
IDN,Indonesia,1973,3.7743795
IDN,Indonesia,1974,3.9022937
IDN,Indonesia,1975,3.3421185
IDN,Indonesia,1976,1.86724
IDN,Indonesia,1977,2.34783
IDN,Indonesia,1978,1.49063
IDN,Indonesia,1979,1.4562845
IDN,Indonesia,1980,1.2272301
IDN,Indonesia,1981,1.1406815
IDN,Indonesia,1982,1.2204517
IDN,Indonesia,1983,1.7323705
IDN,Indonesia,1984,1.7180939
IDN,Indonesia,1985,1.9808587
IDN,Indonesia,1986,2.9868257
IDN,Indonesia,1987,2.9112308
IDN,Indonesia,1988,3.0289974
IDN,Indonesia,1989,3.4081194
IDN,Indonesia,1990,3.7318628
IDN,Indonesia,1991,3.81247
IDN,Indonesia,1992,4.4085426
IDN,Indonesia,1993,3.8476534
IDN,Indonesia,1994,3.5212233
IDN,Indonesia,1995,3.5392694
IDN,Indonesia,1996,3.5088153
IDN,Indonesia,1997,2.4772785
IDN,Indonesia,1998,4.0149045
IDN,Indonesia,1999,3.852458
IDN,Indonesia,2000,3.733831
IDN,Indonesia,2001,4.1125903
IDN,Indonesia,2002,3.6303015
IDN,Indonesia,2003,3.1624913
IDN,Indonesia,2004,3.3661623
IDN,Indonesia,2005,3.4541986
IDN,Indonesia,2006,3.1702235
IDN,Indonesia,2007,3.31408
