geocodigoFundar,geonombreFundar,anio,valor_en_gw
XKX,Kosovo,2020,0.03375
XKX,Kosovo,2021,0.13875
XKX,Kosovo,2022,0.13875
XKX,Kosovo,2000,
XKX,Kosovo,2001,
XKX,Kosovo,2002,
XKX,Kosovo,2003,
XKX,Kosovo,2004,
XKX,Kosovo,2005,
XKX,Kosovo,2006,
XKX,Kosovo,2007,
XKX,Kosovo,2008,
XKX,Kosovo,2009,
XKX,Kosovo,2010,0.001
XKX,Kosovo,2011,0.001
KWT,Kuwait,2012,
KWT,Kuwait,2013,0.0024
KWT,Kuwait,2014,0.0024
KWT,Kuwait,2015,0.0024
KWT,Kuwait,2016,0.0024
KWT,Kuwait,2017,0.0124
KWT,Kuwait,2018,0.0124
KWT,Kuwait,2019,0.0124
KWT,Kuwait,2020,0.0124
KWT,Kuwait,2021,0.0124
KWT,Kuwait,2022,0.0124
KWT,Kuwait,2000,
KWT,Kuwait,2001,
KWT,Kuwait,2002,
KWT,Kuwait,2003,
KWT,Kuwait,2004,
KWT,Kuwait,2005,
KWT,Kuwait,2006,
KWT,Kuwait,2007,
KWT,Kuwait,2008,
KWT,Kuwait,2009,
KWT,Kuwait,2010,
KWT,Kuwait,2011,
LVA,Letonia,2012,0.059000004
LVA,Letonia,2013,0.065892
LVA,Letonia,2014,0.068915
LVA,Letonia,2015,0.068165004
LVA,Letonia,2016,0.069905005
LVA,Letonia,2017,0.07710501
LVA,Letonia,2018,0.078172
LVA,Letonia,2019,0.078072004
LVA,Letonia,2020,0.078072004
LVA,Letonia,2021,0.077129
LVA,Letonia,2022,0.136129
LVA,Letonia,2000,0.002
LVA,Letonia,2001,0.002
LVA,Letonia,2002,0.022000002
LVA,Letonia,2003,0.026
LVA,Letonia,2004,0.026
LVA,Letonia,2005,0.026
LVA,Letonia,2006,0.026
LVA,Letonia,2007,0.026
LVA,Letonia,2008,0.028
LVA,Letonia,2009,0.029000001
LVA,Letonia,2010,0.030000001
LVA,Letonia,2011,0.036000002
LBN,Líbano,2012,0.0005
LBN,Líbano,2013,0.002
LBN,Líbano,2014,0.003
LBN,Líbano,2015,0.003
LBN,Líbano,2016,0.003
LBN,Líbano,2017,0.003
LBN,Líbano,2018,0.003
LBN,Líbano,2019,0.003
LBN,Líbano,2020,0.003
LBN,Líbano,2021,0.003
LBN,Líbano,2022,0.003
LBN,Líbano,2000,
LBN,Líbano,2001,
LBN,Líbano,2002,
LBN,Líbano,2003,
LBN,Líbano,2004,
LBN,Líbano,2005,
LBN,Líbano,2006,
LBN,Líbano,2007,
LBN,Líbano,2008,
LBN,Líbano,2009,
LBN,Líbano,2010,
LBN,Líbano,2011,
LTU,Lituania,2012,0.275
LTU,Lituania,2013,0.279
LTU,Lituania,2014,0.28800002
LTU,Lituania,2015,0.43600002
LTU,Lituania,2016,0.509
LTU,Lituania,2017,0.518
LTU,Lituania,2018,0.53300005
LTU,Lituania,2019,0.53400004
LTU,Lituania,2020,0.54
LTU,Lituania,2021,0.671
LTU,Lituania,2022,0.814
LTU,Lituania,2000,
LTU,Lituania,2001,
LTU,Lituania,2002,
LTU,Lituania,2003,
LTU,Lituania,2004,0.001
LTU,Lituania,2005,0.001
LTU,Lituania,2006,0.031000001
LTU,Lituania,2007,0.047000002
LTU,Lituania,2008,0.054
LTU,Lituania,2009,0.098000005
LTU,Lituania,2010,0.133
LTU,Lituania,2011,0.202
LUX,Luxemburgo,2012,0.058327
LUX,Luxemburgo,2013,0.058327
LUX,Luxemburgo,2014,0.058342002
LUX,Luxemburgo,2015,0.063794
LUX,Luxemburgo,2016,0.11969401
LUX,Luxemburgo,2017,0.11969401
LUX,Luxemburgo,2018,0.122894004
LUX,Luxemburgo,2019,0.13579401
LUX,Luxemburgo,2020,0.15274401
LUX,Luxemburgo,2021,0.136444
LUX,Luxemburgo,2022,0.165444
LUX,Luxemburgo,2000,0.014
LUX,Luxemburgo,2001,0.013900001
LUX,Luxemburgo,2002,0.013900001
LUX,Luxemburgo,2003,0.0205
LUX,Luxemburgo,2004,0.034900002
LUX,Luxemburgo,2005,0.034900002
LUX,Luxemburgo,2006,0.034900002
LUX,Luxemburgo,2007,0.034900002
LUX,Luxemburgo,2008,0.042915
LUX,Luxemburgo,2009,0.042930003
LUX,Luxemburgo,2010,0.043727003
LUX,Luxemburgo,2011,0.044527
MDG,Madagascar,2012,0.00017700001
MDG,Madagascar,2013,0.00017700001
MDG,Madagascar,2014,0.00017700001
MDG,Madagascar,2015,0.00017700001
MDG,Madagascar,2016,0.00017700001
MDG,Madagascar,2017,0.00017700001
MDG,Madagascar,2018,0.00017700001
MDG,Madagascar,2019,0.00017700001
MDG,Madagascar,2020,0.00017700001
MDG,Madagascar,2021,0.00017700001
MDG,Madagascar,2022,0.00017700001
MDG,Madagascar,2000,
MDG,Madagascar,2001,
MDG,Madagascar,2002,
MDG,Madagascar,2003,
MDG,Madagascar,2004,
MDG,Madagascar,2005,
MDG,Madagascar,2006,
MDG,Madagascar,2007,1.50000005e-05
MDG,Madagascar,2008,1.50000005e-05
MDG,Madagascar,2009,9.5e-05
MDG,Madagascar,2010,0.00017200001
MDG,Madagascar,2011,0.00017700001
MDV,Maldivas,2012,0.001407
MDV,Maldivas,2013,0.001407
MDV,Maldivas,2014,0.001407
MDV,Maldivas,2015,0.001407
MDV,Maldivas,2016,0.001407
MDV,Maldivas,2017,0.001407
MDV,Maldivas,2018,0.001407
MDV,Maldivas,2019,0.001407
MDV,Maldivas,2020,0.001407
MDV,Maldivas,2021,0.001407
MDV,Maldivas,2022,0.001407
MDV,Maldivas,2000,
MDV,Maldivas,2001,
MDV,Maldivas,2002,
MDV,Maldivas,2003,
MDV,Maldivas,2004,
MDV,Maldivas,2005,
MDV,Maldivas,2006,
MDV,Maldivas,2007,
MDV,Maldivas,2008,0.001407
MDV,Maldivas,2009,0.001407
MDV,Maldivas,2010,0.001407
MDV,Maldivas,2011,0.001407
MLT,Malta,2012,0.000100000005
MLT,Malta,2013,0.000100000005
MLT,Malta,2014,0.000100000005
MLT,Malta,2015,7e-05
MLT,Malta,2016,0.000100000005
MLT,Malta,2017,0.000100000005
MLT,Malta,2018,0.000100000005
MLT,Malta,2019,0.000100000005
MLT,Malta,2020,0.000100000005
MLT,Malta,2021,0.000100000005
MLT,Malta,2022,0.000100000005
MLT,Malta,2000,
MLT,Malta,2001,
MLT,Malta,2002,
MLT,Malta,2003,
MLT,Malta,2004,
MLT,Malta,2005,
MLT,Malta,2006,
MLT,Malta,2007,
MLT,Malta,2008,
MLT,Malta,2009,
MLT,Malta,2010,
MLT,Malta,2011,
MHL,Islas Marshall,2012,
MHL,Islas Marshall,2013,
MHL,Islas Marshall,2014,
MHL,Islas Marshall,2015,
MHL,Islas Marshall,2016,
MHL,Islas Marshall,2017,
MHL,Islas Marshall,2018,1.0000001e-06
MHL,Islas Marshall,2019,1.0000001e-06
MHL,Islas Marshall,2020,1.0000001e-06
MHL,Islas Marshall,2021,1.0000001e-06
MHL,Islas Marshall,2022,1.0000001e-06
MHL,Islas Marshall,2000,
MHL,Islas Marshall,2001,
MHL,Islas Marshall,2002,
MHL,Islas Marshall,2003,
MHL,Islas Marshall,2004,
MHL,Islas Marshall,2005,
MHL,Islas Marshall,2006,
MHL,Islas Marshall,2007,
MHL,Islas Marshall,2008,
MHL,Islas Marshall,2009,
MHL,Islas Marshall,2010,
MHL,Islas Marshall,2011,
MTQ,Martinica,2012,0.0011000001
MTQ,Martinica,2013,0.0011000001
MTQ,Martinica,2014,0.0011000001
MTQ,Martinica,2015,0.0011000001
MTQ,Martinica,2016,0.0011000001
MTQ,Martinica,2017,0.0011000001
MTQ,Martinica,2018,0.0011000001
MTQ,Martinica,2019,0.013
MTQ,Martinica,2020,0.015100001
MTQ,Martinica,2021,0.014
MTQ,Martinica,2022,0.014
MTQ,Martinica,2000,
MTQ,Martinica,2001,
MTQ,Martinica,2002,
MTQ,Martinica,2003,
MTQ,Martinica,2004,0.0011000001
MTQ,Martinica,2005,0.0011000001
MTQ,Martinica,2006,0.0011000001
MTQ,Martinica,2007,0.0011000001
MTQ,Martinica,2008,0.0011000001
MTQ,Martinica,2009,0.0011000001
MTQ,Martinica,2010,0.0011000001
MTQ,Martinica,2011,0.0011000001
MRT,Mauritania,2012,
MRT,Mauritania,2013,0.0044000004
MRT,Mauritania,2014,0.0044000004
MRT,Mauritania,2015,0.034400005
MRT,Mauritania,2016,0.034400005
MRT,Mauritania,2017,0.034400005
MRT,Mauritania,2018,0.034400005
MRT,Mauritania,2019,0.034400005
MRT,Mauritania,2020,0.034400005
MRT,Mauritania,2021,0.034400005
MRT,Mauritania,2022,0.034400005
MRT,Mauritania,2000,
MRT,Mauritania,2001,
MRT,Mauritania,2002,
MRT,Mauritania,2003,
MRT,Mauritania,2004,
MRT,Mauritania,2005,
MRT,Mauritania,2006,
MRT,Mauritania,2007,
MRT,Mauritania,2008,
MRT,Mauritania,2009,
MRT,Mauritania,2010,
MRT,Mauritania,2011,
MUS,Mauricio,2012,0.0012800001
MUS,Mauricio,2013,0.0012800001
MUS,Mauricio,2014,0.0012800001
MUS,Mauricio,2015,0.0012800001
MUS,Mauricio,2016,0.01063
MUS,Mauricio,2017,0.01063
MUS,Mauricio,2018,0.01063
MUS,Mauricio,2019,0.01063
MUS,Mauricio,2020,0.01063
MUS,Mauricio,2021,0.01063
MUS,Mauricio,2022,0.01063
MUS,Mauricio,2000,
MUS,Mauricio,2001,
MUS,Mauricio,2002,
MUS,Mauricio,2003,0.00018000002
MUS,Mauricio,2004,0.00018000002
MUS,Mauricio,2005,0.00018000002
MUS,Mauricio,2006,0.00018000002
MUS,Mauricio,2007,0.00018000002
MUS,Mauricio,2008,0.00018000002
MUS,Mauricio,2009,0.00073
MUS,Mauricio,2010,0.0012800001
MUS,Mauricio,2011,0.0012800001
MEX,México,2012,1.815
MEX,México,2013,2.1220002
MEX,México,2014,2.569
MEX,México,2015,3.2710001
MEX,México,2016,4.051
MEX,México,2017,4.1800003
MEX,México,2018,5.887
MEX,México,2019,6.0730004
MEX,México,2020,6.504
MEX,México,2021,7.1541004
MEX,México,2022,7.3121004
MEX,México,2000,0.017
MEX,México,2001,0.017
MEX,México,2002,0.018000001
MEX,México,2003,0.018000001
MEX,México,2004,0.018000001
MEX,México,2005,0.018000001
MEX,México,2006,0.101
MEX,México,2007,0.101
MEX,México,2008,0.101
MEX,México,2009,0.425
MEX,México,2010,0.51900005
MEX,México,2011,0.601
FSM,Micronesia,2012,
FSM,Micronesia,2013,
FSM,Micronesia,2014,
FSM,Micronesia,2015,
FSM,Micronesia,2016,
FSM,Micronesia,2017,
FSM,Micronesia,2018,0.00082500005
FSM,Micronesia,2019,0.00082500005
FSM,Micronesia,2020,0.00082500005
FSM,Micronesia,2021,0.00082500005
FSM,Micronesia,2022,0.00082500005
FSM,Micronesia,2000,
FSM,Micronesia,2001,
FSM,Micronesia,2002,
FSM,Micronesia,2003,
FSM,Micronesia,2004,
FSM,Micronesia,2005,
FSM,Micronesia,2006,
FSM,Micronesia,2007,
FSM,Micronesia,2008,
FSM,Micronesia,2009,
FSM,Micronesia,2010,
FSM,Micronesia,2011,
MDA,Moldavia,2012,
MDA,Moldavia,2013,0.001
MDA,Moldavia,2014,0.001
MDA,Moldavia,2015,0.001
MDA,Moldavia,2016,0.001778
MDA,Moldavia,2017,0.00919
MDA,Moldavia,2018,0.033
MDA,Moldavia,2019,0.035
MDA,Moldavia,2020,0.041
MDA,Moldavia,2021,0.073387004
MDA,Moldavia,2022,0.101550005
MDA,Moldavia,2000,
MDA,Moldavia,2001,
MDA,Moldavia,2002,
MDA,Moldavia,2003,
MDA,Moldavia,2004,
MDA,Moldavia,2005,
MDA,Moldavia,2006,
MDA,Moldavia,2007,
MDA,Moldavia,2008,
MDA,Moldavia,2009,
MDA,Moldavia,2010,
MDA,Moldavia,2011,
MNG,Mongolia,2012,0.0010060001
MNG,Mongolia,2013,0.050606
MNG,Mongolia,2014,0.050606
MNG,Mongolia,2015,0.050606
MNG,Mongolia,2016,0.050606
MNG,Mongolia,2017,0.101006
MNG,Mongolia,2018,0.15600601
MNG,Mongolia,2019,0.15600601
MNG,Mongolia,2020,0.156
MNG,Mongolia,2021,0.15599401
MNG,Mongolia,2022,0.15599401
MNG,Mongolia,2000,5.0000003e-06
MNG,Mongolia,2001,1.2e-05
MNG,Mongolia,2002,1.2e-05
MNG,Mongolia,2003,2.0000001e-05
MNG,Mongolia,2004,2.0000001e-05
MNG,Mongolia,2005,2.0000001e-05
MNG,Mongolia,2006,2.3e-05
MNG,Mongolia,2007,0.00047300002
MNG,Mongolia,2008,0.00047300002
MNG,Mongolia,2009,0.00047300002
MNG,Mongolia,2010,0.000673
MNG,Mongolia,2011,0.000673
MNE,Montenegro,2012,
MNE,Montenegro,2013,
MNE,Montenegro,2014,
MNE,Montenegro,2015,
MNE,Montenegro,2016,
MNE,Montenegro,2017,0.072000004
MNE,Montenegro,2018,0.072000004
MNE,Montenegro,2019,0.11800001
MNE,Montenegro,2020,0.11800001
MNE,Montenegro,2021,0.11800001
MNE,Montenegro,2022,0.11800001
MNE,Montenegro,2000,
MNE,Montenegro,2001,
MNE,Montenegro,2002,
MNE,Montenegro,2003,
MNE,Montenegro,2004,
MNE,Montenegro,2005,
MNE,Montenegro,2006,
MNE,Montenegro,2007,
MNE,Montenegro,2008,
MNE,Montenegro,2009,
MNE,Montenegro,2010,
MNE,Montenegro,2011,
MAR,Marruecos,2012,0.25500003
MAR,Marruecos,2013,0.49500003
MAR,Marruecos,2014,0.79700005
MAR,Marruecos,2015,0.79700005
MAR,Marruecos,2016,0.90200007
MAR,Marruecos,2017,1.0220001
MAR,Marruecos,2018,1.225
MAR,Marruecos,2019,1.225
MAR,Marruecos,2020,1.4350001
MAR,Marruecos,2021,1.4710001
MAR,Marruecos,2022,1.5560001
MAR,Marruecos,2000,0.054
MAR,Marruecos,2001,0.054
MAR,Marruecos,2002,0.054
MAR,Marruecos,2003,0.054
MAR,Marruecos,2004,0.054
MAR,Marruecos,2005,0.054
MAR,Marruecos,2006,0.054
MAR,Marruecos,2007,0.11400001
MAR,Marruecos,2008,0.11400001
MAR,Marruecos,2009,0.22100002
MAR,Marruecos,2010,0.22100002
MAR,Marruecos,2011,0.25500003
MMR,Myanmar,2012,
MMR,Myanmar,2013,
MMR,Myanmar,2014,
MMR,Myanmar,2015,3e-06
MMR,Myanmar,2016,3e-06
MMR,Myanmar,2017,6e-06
MMR,Myanmar,2018,6e-06
MMR,Myanmar,2019,6e-06
MMR,Myanmar,2020,6e-06
MMR,Myanmar,2021,6e-06
MMR,Myanmar,2022,6e-06
MMR,Myanmar,2000,
MMR,Myanmar,2001,
MMR,Myanmar,2002,
MMR,Myanmar,2003,
MMR,Myanmar,2004,
MMR,Myanmar,2005,
MMR,Myanmar,2006,
MMR,Myanmar,2007,
MMR,Myanmar,2008,
MMR,Myanmar,2009,
MMR,Myanmar,2010,
MMR,Myanmar,2011,
NAM,Namibia,2012,0.00022200002
NAM,Namibia,2013,0.00022200002
NAM,Namibia,2014,0.00022200002
NAM,Namibia,2015,0.00022200002
NAM,Namibia,2016,0.00022200002
NAM,Namibia,2017,0.005231
NAM,Namibia,2018,0.005231
NAM,Namibia,2019,0.005231
NAM,Namibia,2020,0.005231
NAM,Namibia,2021,0.005231
NAM,Namibia,2022,0.005231
NAM,Namibia,2000,
NAM,Namibia,2001,
NAM,Namibia,2002,
NAM,Namibia,2003,
NAM,Namibia,2004,
NAM,Namibia,2005,0.00022000002
NAM,Namibia,2006,0.00022000002
NAM,Namibia,2007,0.00022000002
NAM,Namibia,2008,0.00022000002
NAM,Namibia,2009,0.00022000002
NAM,Namibia,2010,0.00022000002
NAM,Namibia,2011,0.00022000002
NPL,Nepal,2012,
NPL,Nepal,2013,6.9e-05
NPL,Nepal,2014,6.9e-05
NPL,Nepal,2015,6.9e-05
NPL,Nepal,2016,6.9e-05
NPL,Nepal,2017,6.9e-05
NPL,Nepal,2018,0.000169
NPL,Nepal,2019,0.00019900002
NPL,Nepal,2020,0.00019900002
NPL,Nepal,2021,0.00019900002
NPL,Nepal,2022,0.00019900002
NPL,Nepal,2000,
NPL,Nepal,2001,
NPL,Nepal,2002,
NPL,Nepal,2003,
NPL,Nepal,2004,
NPL,Nepal,2005,
NPL,Nepal,2006,
NPL,Nepal,2007,
NPL,Nepal,2008,
NPL,Nepal,2009,
NPL,Nepal,2010,
NPL,Nepal,2011,
NLD,Países Bajos,2012,2.433
NLD,Países Bajos,2013,2.713
NLD,Países Bajos,2014,2.8650002
NLD,Países Bajos,2015,3.3908403
NLD,Países Bajos,2016,4.25712
NLD,Países Bajos,2017,4.202
NLD,Países Bajos,2018,4.3931103
NLD,Países Bajos,2019,4.4841585
NLD,Países Bajos,2020,6.6478753
NLD,Países Bajos,2021,7.769366
NLD,Países Bajos,2022,9.309365
NLD,Países Bajos,2000,0.44700003
NLD,Países Bajos,2001,0.48600003
NLD,Países Bajos,2002,0.67200005
NLD,Países Bajos,2003,0.90500003
NLD,Países Bajos,2004,1.075
NLD,Países Bajos,2005,1.2240001
NLD,Países Bajos,2006,1.5610001
NLD,Países Bajos,2007,1.7490001
NLD,Países Bajos,2008,2.1490002
NLD,Países Bajos,2009,2.2220001
NLD,Países Bajos,2010,2.237
NLD,Países Bajos,2011,2.3160002
NCL,Nueva Caledonia,2012,0.037585
NCL,Nueva Caledonia,2013,0.037585
NCL,Nueva Caledonia,2014,0.037585
NCL,Nueva Caledonia,2015,0.037585
NCL,Nueva Caledonia,2016,0.037585
NCL,Nueva Caledonia,2017,0.037585
NCL,Nueva Caledonia,2018,0.037585
NCL,Nueva Caledonia,2019,0.037585
NCL,Nueva Caledonia,2020,0.037585
NCL,Nueva Caledonia,2021,0.037585
NCL,Nueva Caledonia,2022,0.037585
NCL,Nueva Caledonia,2000,0.0038250003
NCL,Nueva Caledonia,2001,0.004365
NCL,Nueva Caledonia,2002,0.0065650004
NCL,Nueva Caledonia,2003,0.011185001
NCL,Nueva Caledonia,2004,0.022735002
NCL,Nueva Caledonia,2005,0.022735002
NCL,Nueva Caledonia,2006,0.028235001
NCL,Nueva Caledonia,2007,0.032360002
NCL,Nueva Caledonia,2008,0.032360002
NCL,Nueva Caledonia,2009,0.037310004
NCL,Nueva Caledonia,2010,0.037310004
NCL,Nueva Caledonia,2011,0.037585
NZL,Nueva Zelanda,2012,0.62200004
NZL,Nueva Zelanda,2013,0.62200004
NZL,Nueva Zelanda,2014,0.68100005
NZL,Nueva Zelanda,2015,0.688
NZL,Nueva Zelanda,2016,0.689
NZL,Nueva Zelanda,2017,0.689
NZL,Nueva Zelanda,2018,0.689
NZL,Nueva Zelanda,2019,0.689
NZL,Nueva Zelanda,2020,0.689
NZL,Nueva Zelanda,2021,0.91200006
NZL,Nueva Zelanda,2022,0.91200006
NZL,Nueva Zelanda,2000,0.036000002
NZL,Nueva Zelanda,2001,0.036000002
NZL,Nueva Zelanda,2002,0.054
NZL,Nueva Zelanda,2003,0.071
NZL,Nueva Zelanda,2004,0.165
NZL,Nueva Zelanda,2005,0.16700001
NZL,Nueva Zelanda,2006,0.16800001
NZL,Nueva Zelanda,2007,0.319
NZL,Nueva Zelanda,2008,0.321
NZL,Nueva Zelanda,2009,0.512
NZL,Nueva Zelanda,2010,0.53900003
NZL,Nueva Zelanda,2011,0.62200004
NIC,Nicaragua,2012,0.14660001
NIC,Nicaragua,2013,0.14660001
NIC,Nicaragua,2014,0.18620001
NIC,Nicaragua,2015,0.18620001
NIC,Nicaragua,2016,0.18620001
NIC,Nicaragua,2017,0.18620001
NIC,Nicaragua,2018,0.18620001
NIC,Nicaragua,2019,0.18620001
NIC,Nicaragua,2020,0.18620001
NIC,Nicaragua,2021,0.18620001
NIC,Nicaragua,2022,0.18620001
NIC,Nicaragua,2000,
NIC,Nicaragua,2001,
NIC,Nicaragua,2002,
NIC,Nicaragua,2003,
NIC,Nicaragua,2004,
NIC,Nicaragua,2005,
NIC,Nicaragua,2006,
NIC,Nicaragua,2007,
NIC,Nicaragua,2008,
NIC,Nicaragua,2009,0.039900005
NIC,Nicaragua,2010,0.063
NIC,Nicaragua,2011,0.063
NGA,Nigeria,2012,0.0
NGA,Nigeria,2013,0.0
NGA,Nigeria,2014,0.0
NGA,Nigeria,2015,0.0
NGA,Nigeria,2016,0.0
NGA,Nigeria,2017,0.0
NGA,Nigeria,2018,0.0
NGA,Nigeria,2019,0.0
NGA,Nigeria,2020,0.0
NGA,Nigeria,2021,
NGA,Nigeria,2022,
NGA,Nigeria,2000,
NGA,Nigeria,2001,
NGA,Nigeria,2002,0.0
NGA,Nigeria,2003,0.0
NGA,Nigeria,2004,0.0
NGA,Nigeria,2005,0.0
NGA,Nigeria,2006,0.0
NGA,Nigeria,2007,0.0
NGA,Nigeria,2008,0.0
NGA,Nigeria,2009,0.0
NGA,Nigeria,2010,0.0
NGA,Nigeria,2011,0.0
PRK,Corea del Norte,2012,0.00020000001
PRK,Corea del Norte,2013,0.00020000001
PRK,Corea del Norte,2014,0.00020000001
PRK,Corea del Norte,2015,0.00020000001
PRK,Corea del Norte,2016,0.00020000001
PRK,Corea del Norte,2017,0.0006
PRK,Corea del Norte,2018,0.0006
PRK,Corea del Norte,2019,0.0006
PRK,Corea del Norte,2020,0.0006
PRK,Corea del Norte,2021,0.0006
PRK,Corea del Norte,2022,0.0006
PRK,Corea del Norte,2000,
PRK,Corea del Norte,2001,
PRK,Corea del Norte,2002,
PRK,Corea del Norte,2003,
PRK,Corea del Norte,2004,
PRK,Corea del Norte,2005,
PRK,Corea del Norte,2006,
PRK,Corea del Norte,2007,
PRK,Corea del Norte,2008,0.00020000001
PRK,Corea del Norte,2009,0.00020000001
PRK,Corea del Norte,2010,0.00020000001
PRK,Corea del Norte,2011,0.00020000001
MKD,Macedonia del Norte,2012,
MKD,Macedonia del Norte,2013,
MKD,Macedonia del Norte,2014,0.037
MKD,Macedonia del Norte,2015,0.037
MKD,Macedonia del Norte,2016,0.037
MKD,Macedonia del Norte,2017,0.037
MKD,Macedonia del Norte,2018,0.037
MKD,Macedonia del Norte,2019,0.037
MKD,Macedonia del Norte,2020,0.037
MKD,Macedonia del Norte,2021,0.037
MKD,Macedonia del Norte,2022,0.037
MKD,Macedonia del Norte,2000,
MKD,Macedonia del Norte,2001,
MKD,Macedonia del Norte,2002,
MKD,Macedonia del Norte,2003,
MKD,Macedonia del Norte,2004,
MKD,Macedonia del Norte,2005,
MKD,Macedonia del Norte,2006,
MKD,Macedonia del Norte,2007,
MKD,Macedonia del Norte,2008,
MKD,Macedonia del Norte,2009,
MKD,Macedonia del Norte,2010,
MKD,Macedonia del Norte,2011,
NOR,Noruega,2012,0.70500004
NOR,Noruega,2013,0.818
NOR,Noruega,2014,0.859
NOR,Noruega,2015,0.86700004
NOR,Noruega,2016,0.883
NOR,Noruega,2017,1.207
NOR,Noruega,2018,1.71
NOR,Noruega,2019,2.914
NOR,Noruega,2020,4.03
NOR,Noruega,2021,5.0490003
NOR,Noruega,2022,5.1340003
NOR,Noruega,2000,0.013
NOR,Noruega,2001,0.013
NOR,Noruega,2002,0.097
NOR,Noruega,2003,0.097
NOR,Noruega,2004,0.15200001
NOR,Noruega,2005,0.26500002
NOR,Noruega,2006,0.284
NOR,Noruega,2007,0.34800002
NOR,Noruega,2008,0.395
NOR,Noruega,2009,0.423
NOR,Noruega,2010,0.425
NOR,Noruega,2011,0.512
OMN,Omán,2012,
OMN,Omán,2013,
OMN,Omán,2014,
OMN,Omán,2015,
OMN,Omán,2016,
OMN,Omán,2017,
OMN,Omán,2018,
OMN,Omán,2019,0.05
OMN,Omán,2020,0.05
OMN,Omán,2021,0.05
OMN,Omán,2022,0.05
OMN,Omán,2000,
OMN,Omán,2001,
OMN,Omán,2002,
OMN,Omán,2003,
OMN,Omán,2004,
OMN,Omán,2005,
OMN,Omán,2006,
OMN,Omán,2007,
OMN,Omán,2008,
OMN,Omán,2009,
OMN,Omán,2010,
OMN,Omán,2011,
PAK,Pakistán,2012,0.056155
PAK,Pakistán,2013,0.10605501
PAK,Pakistán,2014,0.205555
PAK,Pakistán,2015,0.30835503
PAK,Pakistán,2016,0.590655
PAK,Pakistán,2017,0.78915507
PAK,Pakistán,2018,1.185855
PAK,Pakistán,2019,1.235855
PAK,Pakistán,2020,1.235855
PAK,Pakistán,2021,1.3351551
PAK,Pakistán,2022,1.4351552
PAK,Pakistán,2000,
PAK,Pakistán,2001,
PAK,Pakistán,2002,
PAK,Pakistán,2003,
PAK,Pakistán,2004,
PAK,Pakistán,2005,
PAK,Pakistán,2006,
PAK,Pakistán,2007,
PAK,Pakistán,2008,0.006
PAK,Pakistán,2009,0.006
PAK,Pakistán,2010,0.006
PAK,Pakistán,2011,0.006
PAN,Panamá,2012,
PAN,Panamá,2013,0.020000001
PAN,Panamá,2014,0.055000003
PAN,Panamá,2015,0.2525
PAN,Panamá,2016,0.27
PAN,Panamá,2017,0.27
PAN,Panamá,2018,0.27
PAN,Panamá,2019,0.27
PAN,Panamá,2020,0.27
PAN,Panamá,2021,0.27
PAN,Panamá,2022,0.27
PAN,Panamá,2000,
PAN,Panamá,2001,
PAN,Panamá,2002,
PAN,Panamá,2003,
PAN,Panamá,2004,
PAN,Panamá,2005,
PAN,Panamá,2006,
PAN,Panamá,2007,
PAN,Panamá,2008,
PAN,Panamá,2009,
PAN,Panamá,2010,
PAN,Panamá,2011,
PER,Perú,2012,0.00070000003
PER,Perú,2013,0.00070000003
PER,Perú,2014,0.1427
PER,Perú,2015,0.23980002
PER,Perú,2016,0.23995
PER,Perú,2017,0.23995
PER,Perú,2018,0.37225002
PER,Perú,2019,0.37225002
PER,Perú,2020,0.40899
PER,Perú,2021,0.40899
PER,Perú,2022,0.40899
PER,Perú,2000,0.00070000003
PER,Perú,2001,0.00070000003
PER,Perú,2002,0.00070000003
PER,Perú,2003,0.00070000003
PER,Perú,2004,0.00070000003
PER,Perú,2005,0.00070000003
PER,Perú,2006,0.00070000003
PER,Perú,2007,0.00070000003
PER,Perú,2008,0.00070000003
PER,Perú,2009,0.00070000003
PER,Perú,2010,0.00070000003
PER,Perú,2011,0.00070000003
PHL,Filipinas,2012,0.033
PHL,Filipinas,2013,0.033
PHL,Filipinas,2014,0.3369
PHL,Filipinas,2015,0.4269
PHL,Filipinas,2016,0.4269
PHL,Filipinas,2017,0.4269
PHL,Filipinas,2018,0.4269
PHL,Filipinas,2019,0.4429
PHL,Filipinas,2020,0.4429
PHL,Filipinas,2021,0.4429
PHL,Filipinas,2022,0.4429
PHL,Filipinas,2000,
PHL,Filipinas,2001,
PHL,Filipinas,2002,
PHL,Filipinas,2003,
PHL,Filipinas,2004,
PHL,Filipinas,2005,0.033
PHL,Filipinas,2006,0.033
PHL,Filipinas,2007,0.033
PHL,Filipinas,2008,0.033
PHL,Filipinas,2009,0.033
PHL,Filipinas,2010,0.033
PHL,Filipinas,2011,0.033
POL,Polonia,2012,2.5640001
POL,Polonia,2013,3.4290001
POL,Polonia,2014,3.8360002
POL,Polonia,2015,4.886
POL,Polonia,2016,5.747
POL,Polonia,2017,5.759357
POL,Polonia,2018,5.7660785
POL,Polonia,2019,5.8368235
POL,Polonia,2020,6.29825
POL,Polonia,2021,6.967339
POL,Polonia,2022,7.987339
POL,Polonia,2000,0.004
POL,Polonia,2001,0.019000001
POL,Polonia,2002,0.032
POL,Polonia,2003,0.035
POL,Polonia,2004,0.040000003
POL,Polonia,2005,0.12100001
POL,Polonia,2006,0.172
POL,Polonia,2007,0.30600002
POL,Polonia,2008,0.526
POL,Polonia,2009,0.70900005
POL,Polonia,2010,1.108
POL,Polonia,2011,1.8000001
