"iso3","anio","valor_en_ton"
"AFG","1949","0.0019921463"
"AFG","1950","0.011265611"
"AFG","1951","0.012097932"
"AFG","1952","0.011946474"
"AFG","1953","0.013684762"
"AFG","1954","0.013511202"
"AFG","1955","0.019303724"
"AFG","1956","0.022651596"
"AFG","1957","0.0357019"
"AFG","1958","0.039568856"
"AFG","1959","0.04541344"
"AFG","1960","0.04800073"
"AFG","1961","0.05583506"
"AFG","1962","0.07677442"
"AFG","1963","0.07717596"
"AFG","1964","0.08963178"
"AFG","1965","0.10526929"
"AFG","1966","0.11153449"
"AFG","1967","0.12805797"
"AFG","1968","0.119381055"
"AFG","1969","0.0896882"
"AFG","1970","0.1553428"
"AFG","1971","0.17189354"
"AFG","1972","0.13558789"
"AFG","1973","0.14128816"
"AFG","1974","0.16117701"
"AFG","1975","0.1744933"
"AFG","1976","0.15942173"
"AFG","1977","0.18791811"
"AFG","1978","0.1664211"
"AFG","1979","0.17193046"
"AFG","1980","0.14065449"
"AFG","1981","0.17735797"
"AFG","1982","0.20762497"
"AFG","1983","0.25322488"
"AFG","1984","0.2754418"
"AFG","1985","0.33308113"
"AFG","1986","0.2999149"
"AFG","1987","0.30164644"
"AFG","1988","0.27513915"
"AFG","1989","0.25904718"
"AFG","1990","0.18928127"
"AFG","1991","0.17815459"
"AFG","1992","0.122916184"
"AFG","1993","0.106181666"
"AFG","1994","0.094065115"
"AFG","1995","0.08632284"
"AFG","1996","0.080092125"
"AFG","1997","0.07331302"
"AFG","1998","0.06913398"
"AFG","1999","0.05667073"
"AFG","2000","0.053580754"
"AFG","2001","0.054300264"
"AFG","2002","0.06385612"
"AFG","2003","0.068871394"
"AFG","2004","0.0525291"
"AFG","2005","0.07740329"
"AFG","2006","0.08486903"
"AFG","2007","0.108090796"
"AFG","2008","0.16098854"
"AFG","2009","0.23340572"
"AFG","2010","0.2967329"
"AFG","2011","0.40474042"
"AFG","2012","0.32938865"
"AFG","2013","0.29328325"
"AFG","2014","0.2802986"
"AFG","2015","0.29007638"
"AFG","2016","0.2617953"
"AFG","2017","0.2768525"
"AFG","2018","0.29487586"
"AFG","2019","0.29340136"
"AFG","2020","0.30503938"
"AFG","2021","0.30631703"
"AFG","2022","0.29536375"
"ALB","1949","0.8254675"
"ALB","1950","0.23688973"
"ALB","1951","0.31258827"
"ALB","1952","0.28159842"
"ALB","1953","0.30288926"
"ALB","1954","0.35621372"
"ALB","1955","0.45607167"
"ALB","1956","0.5589598"
"ALB","1957","0.97162575"
"ALB","1958","0.7504532"
"ALB","1959","0.8720845"
"ALB","1960","1.1817696"
"ALB","1961","1.2879791"
"ALB","1962","1.3465087"
"ALB","1963","1.1018455"
"ALB","1964","1.0336964"
"ALB","1965","1.0807874"
"ALB","1966","1.2312679"
"ALB","1967","1.2555965"
"ALB","1968","1.3979733"
"ALB","1969","1.4343337"
"ALB","1970","1.6085658"
"ALB","1971","1.8193935"
"ALB","1972","2.296359"
"ALB","1973","2.0974123"
"ALB","1974","1.6792048"
"ALB","1975","1.732434"
"ALB","1976","1.8231367"
"ALB","1977","2.0604537"
"ALB","1978","2.291041"
"ALB","1979","2.6253343"
"ALB","1980","1.7578015"
"ALB","1981","2.4527617"
"ALB","1982","2.402879"
"ALB","1983","2.4711938"
"ALB","1984","2.4989066"
"ALB","1985","2.4849365"
"ALB","1986","2.5125515"
"ALB","1987","2.3001308"
"ALB","1988","2.2461474"
"ALB","1989","2.7378602"
"ALB","1990","1.6754111"
"ALB","1991","1.2992468"
"ALB","1992","0.7618994"
"ALB","1993","0.70833105"
"ALB","1994","0.5840332"
"ALB","1995","0.6360627"
"ALB","1996","0.61672294"
"ALB","1997","0.47422904"
"ALB","1998","0.5428863"
"ALB","1999","0.9307822"
"ALB","2000","0.95062864"
"ALB","2001","1.0212585"
"ALB","2002","1.2000023"
"ALB","2003","1.3913704"
"ALB","2004","1.3637577"
"ALB","2005","1.4051845"
"ALB","2006","1.3020998"
"ALB","2007","1.3268992"
"ALB","2008","1.4896697"
"ALB","2009","1.5036589"
"ALB","2010","1.6420202"
"ALB","2011","1.8322299"
"ALB","2012","1.6769501"
"ALB","2013","1.8314618"
"ALB","2014","2.0802503"
"ALB","2015","1.6347523"
"ALB","2016","1.607732"
"ALB","2017","1.8382717"
"ALB","2018","1.7013975"
"ALB","2019","1.6795896"
"ALB","2020","1.7506745"
"ALB","2021","1.7177409"
"ALB","2022","1.7432004"
"ALB","1933","0.007159781"
"ALB","1934","0.0070867664"
"ALB","1935","0.017536236"
"ALB","1936","0.12147333"
"ALB","1937","0.27826673"
"ALB","1938","0.32309836"
"ALB","1939","0.39708453"
"ALB","1940","0.62906545"
"ALB","1941","0.562687"
"ALB","1942","0.66028625"
"ALB","1943","0.4049297"
"ALB","1944","0.13336176"
"ALB","1945","0.10353056"
"ALB","1946","0.40916798"
"ALB","1947","0.774856"
"ALB","1948","0.58099794"
"DZA","1949","0.10236545"
"DZA","1950","0.41947463"
"DZA","1951","0.44556665"
"DZA","1952","0.40845707"
"DZA","1953","0.4092442"
"DZA","1954","0.41475123"
"DZA","1955","0.44976026"
"DZA","1956","0.47693816"
"DZA","1957","0.51732713"
"DZA","1958","0.4768813"
"DZA","1959","0.5066991"
"DZA","1960","0.539852"
"DZA","1961","0.5221244"
"DZA","1962","0.48063192"
"DZA","1963","0.45274884"
"DZA","1964","0.46333846"
"DZA","1965","0.53213745"
"DZA","1966","0.6676125"
"DZA","1967","0.6537573"
"DZA","1968","0.6860928"
"DZA","1969","0.8348491"
"DZA","1970","1.0915521"
"DZA","1971","1.3216991"
"DZA","1972","1.9614357"
"DZA","1973","2.588677"
"DZA","1974","2.10357"
"DZA","1975","2.0350919"
"DZA","1976","2.3715057"
"DZA","1977","2.442187"
"DZA","1978","3.5420244"
"DZA","1979","2.507051"
"DZA","1980","3.5442193"
"DZA","1981","2.3947668"
"DZA","1982","1.958642"
"DZA","1983","2.538615"
"DZA","1984","3.316261"
"DZA","1985","3.2805932"
"DZA","1986","3.32482"
"DZA","1987","3.5564804"
"DZA","1988","3.4528713"
"DZA","1989","3.2065012"
"DZA","1990","3.0071871"
"DZA","1991","3.0155015"
"DZA","1992","2.9864817"
"DZA","1993","2.9956493"
"DZA","1994","3.1717212"
"DZA","1995","3.3983018"
"DZA","1996","3.4514637"
"DZA","1997","2.9980094"
"DZA","1998","3.560159"
"DZA","1999","3.0135386"
"DZA","2000","2.7749681"
"DZA","2001","2.7832215"
"DZA","2002","2.8677707"
"DZA","2003","2.9504917"
"DZA","2004","2.8210921"
"DZA","2005","3.3678296"
"DZA","2006","3.1672175"
"DZA","2007","3.2335796"
"DZA","2008","3.2134428"
"DZA","2009","3.37698"
"DZA","2010","3.3007617"
"DZA","2011","3.4231644"
"DZA","2012","3.6412296"
"DZA","2013","3.7048435"
"DZA","2014","3.9030478"
"DZA","2015","4.0484247"
"DZA","2016","3.9287128"
"DZA","2017","4.01321"
"DZA","2018","4.0850997"
"DZA","2019","4.18161"
"DZA","2020","3.9099252"
"DZA","2021","4.079527"
"DZA","2022","3.9272263"
"DZA","1916","0.0006419031"
"DZA","1917","0.0012771984"
"DZA","1918","0.0031769325"
"DZA","1919","0.0031571276"
"DZA","1920","0.0037603965"
"DZA","1921","0.0043493058"
"DZA","1922","0.0043066936"
"DZA","1923","0.0024340036"
"DZA","1924","0.00481467"
"DZA","1925","0.005357156"
"DZA","1926","0.0064758947"
"DZA","1927","0.009316276"
"DZA","1928","0.011485059"
"DZA","1929","0.012478749"
"DZA","1930","0.012864212"
"DZA","1931","0.014877537"
"DZA","1932","0.016805604"
"DZA","1933","0.017591037"
"DZA","1934","0.019898007"
"DZA","1935","0.018538017"
"DZA","1936","0.0070609855"
"DZA","1937","0.009429192"
"DZA","1938","0.0044057337"
"DZA","1939","0.021176292"
"DZA","1940","0.030772531"
"DZA","1941","0.03960487"
"DZA","1942","0.06239821"
"DZA","1943","0.057818197"
"DZA","1944","0.060518295"
"DZA","1945","0.0736583"
"DZA","1946","0.089851215"
"DZA","1947","0.08638843"
"DZA","1948","0.09181947"
"AND","1949","0"
"AND","1950","0"
"AND","1951","0"
"AND","1952","0"
"AND","1953","0"
"AND","1954","0"
"AND","1955","0"
"AND","1956","0"
"AND","1957","0"
"AND","1958","0"
"AND","1959","0"
"AND","1960","0"
"AND","1961","0"
"AND","1962","0"
"AND","1963","0"
"AND","1964","0"
"AND","1965","0"
"AND","1966","0"
"AND","1967","0"
"AND","1968","0"
"AND","1969","0"
"AND","1970","0"
"AND","1971","0"
"AND","1972","0"
"AND","1973","0"
"AND","1974","0"
"AND","1975","0"
"AND","1976","0"
"AND","1977","0"
"AND","1978","0"
"AND","1979","0"
"AND","1980","0"
"AND","1981","0"
"AND","1982","0"
"AND","1983","0"
"AND","1984","0"
"AND","1985","0"
"AND","1986","0"
"AND","1987","0"
"AND","1988","0"
"AND","1989","0"
"AND","1990","7.589177"
"AND","1991","7.333946"
"AND","1992","7.097182"
"AND","1993","6.934586"
"AND","1994","6.6610546"
"AND","1995","6.7524147"
"AND","1996","7.0806346"
"AND","1997","7.191864"
"AND","1998","7.5298448"
"AND","1999","7.810583"
"AND","2000","7.9247384"
"AND","2001","7.723235"
"AND","2002","7.4967546"
"AND","2003","7.2359157"
"AND","2004","7.285146"
"AND","2005","7.204559"
"AND","2006","6.803704"
"AND","2007","6.8887157"
"AND","2008","7.080147"
"AND","2009","6.9928393"
"AND","2010","7.221268"
"AND","2011","6.955615"
"AND","2012","6.8601675"
"AND","2013","6.67255"
"AND","2014","6.4438615"
"AND","2015","6.4839616"
"AND","2016","6.4632387"
"AND","2017","6.3007326"
"AND","2018","6.5922117"
"AND","2019","6.3337045"
"AND","2020","4.8084607"
"AND","2021","4.5922055"
"AND","2022","4.6171236"
"AND","1750","0"
"AND","1760","0"
"AND","1770","0"
"AND","1780","0"
"AND","1790","0"
"AND","1800","0"
"AND","1801","0"
"AND","1802","0"
"AND","1803","0"
"AND","1804","0"
"AND","1805","0"
"AND","1806","0"
"AND","1807","0"
"AND","1808","0"
"AND","1809","0"
"AND","1810","0"
"AND","1811","0"
"AND","1812","0"
"AND","1813","0"
"AND","1814","0"
"AND","1815","0"
"AND","1816","0"
"AND","1817","0"
"AND","1818","0"
"AND","1819","0"
"AND","1820","0"
"AND","1821","0"
"AND","1822","0"
"AND","1823","0"
"AND","1824","0"
"AND","1825","0"
"AND","1826","0"
"AND","1827","0"
"AND","1828","0"
"AND","1829","0"
"AND","1830","0"
"AND","1831","0"
"AND","1832","0"
"AND","1833","0"
"AND","1834","0"
"AND","1835","0"
"AND","1836","0"
"AND","1837","0"
"AND","1838","0"
"AND","1839","0"
"AND","1840","0"
"AND","1841","0"
"AND","1842","0"
"AND","1843","0"
"AND","1844","0"
"AND","1845","0"
"AND","1846","0"
"AND","1847","0"
"AND","1848","0"
"AND","1849","0"
"AND","1850","0"
"AND","1851","0"
"AND","1852","0"
"AND","1853","0"
"AND","1854","0"
"AND","1855","0"
"AND","1856","0"
"AND","1857","0"
"AND","1858","0"
"AND","1859","0"
"AND","1860","0"
"AND","1861","0"
"AND","1862","0"
"AND","1863","0"
"AND","1864","0"
"AND","1865","0"
"AND","1866","0"
"AND","1867","0"
"AND","1868","0"
"AND","1869","0"
"AND","1870","0"
"AND","1871","0"
"AND","1872","0"
"AND","1873","0"
"AND","1874","0"
"AND","1875","0"
"AND","1876","0"
"AND","1877","0"
"AND","1878","0"
"AND","1879","0"
"AND","1880","0"
"AND","1881","0"
"AND","1882","0"
"AND","1883","0"
"AND","1884","0"
"AND","1885","0"
"AND","1886","0"
"AND","1887","0"
"AND","1888","0"
"AND","1889","0"
"AND","1890","0"
"AND","1891","0"
"AND","1892","0"
"AND","1893","0"
"AND","1894","0"
"AND","1895","0"
"AND","1896","0"
"AND","1897","0"
"AND","1898","0"
"AND","1899","0"
"AND","1900","0"
"AND","1901","0"
"AND","1902","0"
"AND","1903","0"
"AND","1904","0"
"AND","1905","0"
"AND","1906","0"
"AND","1907","0"
"AND","1908","0"
"AND","1909","0"
"AND","1910","0"
"AND","1911","0"
"AND","1912","0"
"AND","1913","0"
"AND","1914","0"
"AND","1915","0"
"AND","1916","0"
"AND","1917","0"
"AND","1918","0"
"AND","1919","0"
"AND","1920","0"
"AND","1921","0"
"AND","1922","0"
"AND","1923","0"
"AND","1924","0"
"AND","1925","0"
"AND","1926","0"
"AND","1927","0"
"AND","1928","0"
"AND","1929","0"
"AND","1930","0"
"AND","1931","0"
"AND","1932","0"
"AND","1933","0"
"AND","1934","0"
"AND","1935","0"
"AND","1936","0"
"AND","1937","0"
"AND","1938","0"
"AND","1939","0"
"AND","1940","0"
"AND","1941","0"
"AND","1942","0"
"AND","1943","0"
"AND","1944","0"
"AND","1945","0"
"AND","1946","0"
"AND","1947","0"
"AND","1948","0"
"AGO","1950","0.04172761"
"AGO","1951","0.05452209"
"AGO","1952","0.06677576"
"AGO","1953","0.057721604"
"AGO","1954","0.071726024"
"AGO","1955","0.083783895"
"AGO","1956","0.09988051"
"AGO","1957","0.121207"
"AGO","1958","0.1143276"
"AGO","1959","0.11738091"
"AGO","1960","0.10246974"
"AGO","1961","0.08338167"
"AGO","1962","0.2135556"
"AGO","1963","0.20531388"
"AGO","1964","0.21555953"
"AGO","1965","0.20677012"
"AGO","1966","0.26826525"
"AGO","1967","0.17019556"
"AGO","1968","0.2845061"
"AGO","1969","0.46945196"
"AGO","1970","0.59338206"
"AGO","1971","0.55129576"
"AGO","1972","0.70710427"
"AGO","1973","0.7408769"
"AGO","1974","0.7153843"
"AGO","1975","0.6268991"
"AGO","1976","0.45137438"
"AGO","1977","0.46958983"
"AGO","1978","0.6948134"
"AGO","1979","0.6824616"
"AGO","1980","0.6403743"
"AGO","1981","0.61018336"
"AGO","1982","0.5180618"
"AGO","1983","0.5498219"
"AGO","1984","0.51840276"
"AGO","1985","0.46898878"
"AGO","1986","0.44846895"
"AGO","1987","0.54105073"
"AGO","1988","0.45652676"
"AGO","1989","0.43032894"
"AGO","1990","0.4302999"
"AGO","1991","0.41411227"
"AGO","1992","0.40882212"
"AGO","1993","0.44088563"
"AGO","1994","0.8433532"
"AGO","1995","0.9068729"
"AGO","1996","1.060181"
"AGO","1997","1.0681252"
"AGO","1998","1.0746039"
"AGO","1999","1.0876151"
"AGO","2000","0.97566444"
"AGO","2001","0.9390185"
"AGO","2002","0.9180106"
"AGO","2003","0.9646929"
"AGO","2004","0.9064819"
"AGO","2005","0.791057"
"AGO","2006","0.8503398"
"AGO","2007","0.841138"
"AGO","2008","0.86440015"
"AGO","2009","0.91827935"
"AGO","2010","0.9836983"
"AGO","2011","0.96446335"
"AGO","2012","1.0298814"
"AGO","2013","0.9832765"
"AGO","2014","0.9129834"
"AGO","2015","0.92543423"
"AGO","2016","0.8229435"
"AGO","2017","0.7486942"
"AGO","2018","0.6853864"
"AGO","2019","0.59412795"
"AGO","2020","0.50151193"
"AGO","2021","0.50735646"
"AGO","2022","0.45155162"
"AIA","1990","5.711271"
"AIA","1991","5.5142393"
"AIA","1992","5.3453035"
"AIA","1993","6.0104985"
"AIA","1994","5.8586507"
"AIA","1995","6.090805"
"AIA","1996","6.300627"
"AIA","1997","6.13554"
"AIA","1998","6.318452"
"AIA","1999","6.138496"
"AIA","2000","6.95005"
"AIA","2001","7.4137416"
"AIA","2002","7.27549"
"AIA","2003","7.4769154"
"AIA","2004","8.580079"
"AIA","2005","9.047658"
"AIA","2006","9.792824"
"AIA","2007","9.92954"
"AIA","2008","9.767602"
"AIA","2009","9.604935"
"AIA","2010","9.998787"
"AIA","2011","9.322457"
"AIA","2012","8.970398"
"AIA","2013","8.541414"
"AIA","2014","8.549247"
"AIA","2015","9.56658"
"AIA","2016","9.380946"
"AIA","2017","8.526596"
"AIA","2018","8.677324"
"AIA","2019","9.511942"
"AIA","2020","9.152959"
"AIA","2021","8.726662"
"AIA","2022","8.752724"
"ATG","1957","0.42065784"
"ATG","1958","0.55015016"
"ATG","1959","0.53960717"
"ATG","1960","0.66189754"
"ATG","1961","0.8465804"
"ATG","1962","1.7989444"
"ATG","1963","1.4581444"
"ATG","1964","1.5609556"
"ATG","1965","2.5178332"
"ATG","1966","5.740295"
"ATG","1967","9.154947"
"ATG","1968","15.784284"
"ATG","1969","19.709738"
"ATG","1970","7.153589"
"ATG","1971","6.560835"
"ATG","1972","5.7752504"
"ATG","1973","5.1138268"
"ATG","1974","6.6740565"
"ATG","1975","11.040108"
"ATG","1976","6.2964177"
"ATG","1977","7.255106"
"ATG","1978","7.6296563"
"ATG","1979","6.292708"
"ATG","1980","2.20155"
"ATG","1981","1.6323972"
"ATG","1982","4.492536"
"ATG","1983","1.2880507"
"ATG","1984","2.2416985"
"ATG","1985","3.8291018"
"ATG","1986","3.8489773"
"ATG","1987","4.2688704"
"ATG","1988","4.4653606"
"ATG","1989","4.489561"
"ATG","1990","3.8175101"
"ATG","1991","3.9142225"
"ATG","1992","3.85231"
"ATG","1993","3.894972"
"ATG","1994","3.9867046"
"ATG","1995","3.9629917"
"ATG","1996","4.1459246"
"ATG","1997","4.372131"
"ATG","1998","4.441885"
"ATG","1999","4.664798"
"ATG","2000","4.7343545"
"ATG","2001","4.8547626"
"ATG","2002","5.267095"
"ATG","2003","5.489314"
"ATG","2004","5.70796"
"ATG","2005","6.0088882"
"ATG","2006","6.385247"
"ATG","2007","6.520924"
"ATG","2008","6.468445"
"ATG","2009","6.587278"
"ATG","2010","6.4123206"
"ATG","2011","6.293283"
"ATG","2012","6.3512454"
"ATG","2013","6.2921185"
"ATG","2014","6.3631067"
"ATG","2015","6.476089"
"ATG","2016","6.5937843"
"ATG","2017","6.633821"
"ATG","2018","6.7167735"
"ATG","2019","6.9599576"
"ATG","2020","6.6818023"
"ATG","2021","6.400294"
"ATG","2022","6.4218745"
"ARG","1949","0.9200045"
"ARG","1950","1.7582345"
"ARG","1951","2.014618"
"ARG","1952","2.0399806"
"ARG","1953","1.9483852"
"ARG","1954","2.0006456"
"ARG","1955","2.11543"
"ARG","1956","2.327585"
"ARG","1957","2.4585977"
"ARG","1958","2.2438035"
"ARG","1959","2.444442"
"ARG","1960","2.3963196"
"ARG","1961","2.4721992"
"ARG","1962","2.5518172"
"ARG","1963","2.3419125"
"ARG","1964","2.5644364"
"ARG","1965","2.6664438"
"ARG","1966","2.815352"
"ARG","1967","2.8771782"
"ARG","1968","2.9857347"
"ARG","1969","3.2911031"
"ARG","1970","3.4663708"
"ARG","1971","3.6678255"
"ARG","1972","3.6593418"
"ARG","1973","3.7559426"
"ARG","1974","3.7517214"
"ARG","1975","3.6654463"
"ARG","1976","3.7922473"
"ARG","1977","3.76981"
"ARG","1978","3.7779093"
"ARG","1979","4.010136"
"ARG","1980","3.8771408"
"ARG","1981","3.5814521"
"ARG","1982","3.5733488"
"ARG","1983","3.5790422"
"ARG","1984","3.568349"
"ARG","1985","3.319273"
"ARG","1986","3.3871777"
"ARG","1987","3.680022"
"ARG","1988","3.8309155"
"ARG","1989","3.638042"
"ARG","1990","3.434042"
"ARG","1991","3.5494041"
"ARG","1992","3.6114626"
"ARG","1993","3.4612706"
"ARG","1994","3.4350219"
"ARG","1995","3.583797"
"ARG","1996","3.7054877"
"ARG","1997","3.8118122"
"ARG","1998","3.8363988"
"ARG","1999","4.028959"
"ARG","2000","3.8511531"
"ARG","2001","3.5864596"
"ARG","2002","3.2850614"
"ARG","2003","3.500529"
"ARG","2004","4.0526843"
"ARG","2005","4.125598"
"ARG","2006","4.4129634"
"ARG","2007","4.3505254"
"ARG","2008","4.649266"
"ARG","2009","4.377875"
"ARG","2010","4.52199"
"ARG","2011","4.568226"
"ARG","2012","4.559746"
"ARG","2013","4.471467"
"ARG","2014","4.3993144"
"ARG","2015","4.4326596"
"ARG","2016","4.349167"
"ARG","2017","4.242436"
"ARG","2018","4.066307"
"ARG","2019","3.9894862"
"ARG","2020","3.7054682"
"ARG","2021","4.1907597"
"ARG","2022","4.2378173"
"ARG","1887","0.354299"
"ARG","1888","0.2818575"
"ARG","1889","0.5382404"
"ARG","1890","0.4070106"
"ARG","1891","0.26974142"
"ARG","1892","0.38552898"
"ARG","1893","0.41848138"
"ARG","1894","0.51958233"
"ARG","1895","0.5712011"
"ARG","1896","0.5625957"
"ARG","1897","0.49163094"
"ARG","1898","0.5369009"
"ARG","1899","0.64536524"
"ARG","1900","0.4418614"
"ARG","1901","0.51313335"
"ARG","1902","0.5586943"
"ARG","1903","0.54724133"
"ARG","1904","0.69920176"
"ARG","1905","0.70662194"
"ARG","1906","1.0688235"
"ARG","1907","1.0294871"
"ARG","1908","1.2076936"
"ARG","1909","0.9086951"
"ARG","1910","1.3198675"
"ARG","1911","1.4295611"
"ARG","1912","1.3249954"
"ARG","1913","1.3820473"
"ARG","1914","1.1512779"
"ARG","1915","0.89772624"
"ARG","1916","0.628643"
"ARG","1917","0.27412286"
"ARG","1918","0.30175075"
"ARG","1919","0.4343018"
"ARG","1920","0.66811925"
"ARG","1921","0.6108181"
"ARG","1922","0.78188896"
"ARG","1923","0.878486"
"ARG","1924","1.1068493"
"ARG","1925","1.1020316"
"ARG","1926","1.0721388"
"ARG","1927","1.2364868"
"ARG","1928","1.1436077"
"ARG","1929","1.147441"
"ARG","1930","1.0887401"
"ARG","1931","1.0712938"
"ARG","1932","1.0712923"
"ARG","1933","1.0633178"
"ARG","1934","1.1244355"
"ARG","1935","1.086132"
"ARG","1936","1.151087"
"ARG","1937","1.2521453"
"ARG","1938","1.2036715"
"ARG","1939","1.2569175"
"ARG","1940","1.1268421"
"ARG","1941","0.9720639"
"ARG","1942","0.922407"
"ARG","1943","0.94508845"
"ARG","1944","0.91897327"
"ARG","1945","0.88312054"
"ARG","1946","0.86872613"
"ARG","1947","0.9028329"
"ARG","1948","1.0613021"
"ARM","1949","0.97851545"
"ARM","1950","1.0688573"
"ARM","1951","1.1255026"
"ARM","1952","1.1712415"
"ARM","1953","1.203016"
"ARM","1954","1.2735418"
"ARM","1955","1.3994185"
"ARM","1956","1.4866273"
"ARM","1957","1.5732052"
"ARM","1958","1.6230505"
"ARM","1959","1.6475381"
"ARM","1960","1.6563102"
"ARM","1961","1.6515849"
"ARM","1962","1.6782753"
"ARM","1963","1.7450472"
"ARM","1964","1.8023213"
"ARM","1965","1.8588502"
"ARM","1966","1.9112521"
"ARM","1967","1.9493709"
"ARM","1968","1.956191"
"ARM","1969","1.9895968"
"ARM","1970","2.044207"
"ARM","1971","2.125821"
"ARM","1972","2.1910508"
"ARM","1973","2.2371347"
"ARM","1974","2.2746449"
"ARM","1975","2.3402781"
"ARM","1976","2.376046"
"ARM","1977","2.4004912"
"ARM","1978","2.4251444"
"ARM","1979","2.3987"
"ARM","1980","2.462344"
"ARM","1981","2.3945174"
"ARM","1982","2.4140878"
"ARM","1983","2.4227707"
"ARM","1984","2.420423"
"ARM","1985","2.5854638"
"ARM","1986","2.42372"
"ARM","1987","2.4436393"
"ARM","1988","2.759334"
"ARM","1989","2.7441864"
"ARM","1990","2.5157979"
"ARM","1991","2.0200474"
"ARM","1992","1.6012324"
"ARM","1993","0.72606224"
"ARM","1994","0.7957702"
"ARM","1995","1.0120097"
"ARM","1996","0.75792223"
"ARM","1997","0.9942958"
"ARM","1998","1.0550969"
"ARM","1999","0.9482759"
"ARM","2000","1.101903"
"ARM","2001","1.1275281"
"ARM","2002","0.99090284"
"ARM","2003","1.1204411"
"ARM","2004","1.2040119"
"ARM","2005","1.4361025"
"ARM","2006","1.4543548"
"ARM","2007","1.6975813"
"ARM","2008","1.8685873"
"ARM","2009","1.4719603"
"ARM","2010","1.4434226"
"ARM","2011","1.6964511"
"ARM","2012","1.9723431"
"ARM","2013","1.9077103"
"ARM","2014","1.9391817"
"ARM","2015","1.8999954"
"ARM","2016","1.8155274"
"ARM","2017","1.9425985"
"ARM","2018","2.0538187"
"ARM","2019","2.2279305"
"ARM","2020","2.4233668"
"ARM","2021","2.53107"
"ARM","2022","2.3045583"
"ARM","1830","8.832011e-05"
"ARM","1831","0.00010720834"
"ARM","1832","6.9376845e-05"
"ARM","1833","8.593262e-05"
"ARM","1850","0.00046166775"
"ARM","1855","0.0013347219"
"ARM","1858","0.0018243219"
"ARM","1859","0.001915845"
"ARM","1860","0.002508594"
"ARM","1861","0.0031583845"
"ARM","1862","0.0028231335"
"ARM","1863","0.0029276297"
"ARM","1864","0.0032545812"
"ARM","1865","0.0030821303"
"ARM","1866","0.009648302"
"ARM","1867","0.0109693725"
"ARM","1868","0.009043256"
"ARM","1869","0.012153969"
"ARM","1870","0.013067919"
"ARM","1871","0.017481146"
"ARM","1872","0.01778098"
"ARM","1873","0.016534824"
"ARM","1874","0.019886058"
"ARM","1875","0.022677908"
"ARM","1876","0.027897015"
"ARM","1877","0.028207704"
"ARM","1878","0.03652492"
"ARM","1879","0.03713264"
"ARM","1880","0.043160364"
"ARM","1881","0.045041647"
"ARM","1882","0.047006413"
"ARM","1883","0.05300894"
"ARM","1884","0.05332429"
"ARM","1885","0.057548482"
"ARM","1886","0.05847978"
"ARM","1887","0.061312072"
"ARM","1888","0.06336367"
"ARM","1889","0.06780139"
"ARM","1890","0.07607711"
"ARM","1891","0.082992464"
"ARM","1892","0.08704096"
"ARM","1893","0.101083145"
"ARM","1894","0.102004305"
"ARM","1895","0.11612685"
"ARM","1896","0.11712931"
"ARM","1897","0.13417864"
"ARM","1898","0.14910239"
"ARM","1899","0.17137857"
"ARM","1900","0.19235265"
"ARM","1901","0.19566023"
"ARM","1902","0.18723744"
"ARM","1903","0.18146807"
"ARM","1904","0.20004019"
"ARM","1905","0.17691772"
"ARM","1906","0.19993797"
"ARM","1907","0.22188754"
"ARM","1908","0.22119467"
"ARM","1909","0.23134804"
"ARM","1910","0.22479475"
"ARM","1911","0.2309183"
"ARM","1912","0.25917193"
"ARM","1913","0.27895164"
"ARM","1914","0.24944352"
"ARM","1915","0.22684832"
"ARM","1916","0.2395557"
"ARM","1917","0.21844018"
"ARM","1918","0.08632334"
"ARM","1919","0.07306241"
"ARM","1920","0.066017926"
"ARM","1921","0.070944674"
"ARM","1922","0.0857342"
"ARM","1923","0.09384544"
"ARM","1924","0.11079104"
"ARM","1925","0.10835557"
"ARM","1926","0.15556802"
"ARM","1927","0.19165431"
"ARM","1928","0.20852783"
"ARM","1929","0.22256693"
"ARM","1930","0.30115056"
"ARM","1931","0.3588098"
"ARM","1932","0.40000793"
"ARM","1933","0.44362378"
"ARM","1934","0.5312055"
"ARM","1935","0.5949278"
"ARM","1936","0.6748371"
"ARM","1937","0.6845387"
"ARM","1938","0.71601576"
"ARM","1939","0.718241"
"ARM","1940","0.8533452"
"ARM","1941","0.7428311"
"ARM","1942","0.40382347"
"ARM","1943","0.41762123"
"ARM","1944","0.60012114"
"ARM","1945","0.6268554"
"ARM","1946","0.69615674"
"ARM","1947","0.829733"
"ARM","1948","0.8732191"
"ABW","1950","10.551265"
"ABW","1951","16.045557"
"ABW","1952","8.927166"
"ABW","1953","9.9636"
"ABW","1954","19.450703"
"ABW","1955","15.538263"
"ABW","1956","19.413446"
"ABW","1957","12.8187065"
"ABW","1958","10.867533"
"ABW","1959","13.556667"
"ABW","1960","11.323357"
"ABW","1961","11.563455"
"ABW","1962","12.503166"
"ABW","1963","11.811664"
"ABW","1964","11.345516"
"ABW","1965","10.073923"
"ABW","1966","9.340438"
"ABW","1967","11.460129"
"ABW","1968","10.666364"
"ABW","1969","13.992367"
"ABW","1970","15.70976"
"ABW","1971","13.739478"
"ABW","1972","13.311984"
"ABW","1973","14.6405945"
"ABW","1974","13.1238985"
"ABW","1975","9.39784"
"ABW","1976","19.916145"
"ABW","1977","10.355505"
"ABW","1978","8.781013"
"ABW","1979","9.17164"
