"year","semester","labor_status","poverty_line","poverty_rate"
"2003","II","Total","Indigencia","18.263575"
"2003","II","Ocupados","Indigencia","15.524225"
"2003","II","Desocupados","Indigencia","31.8587"
"2003","II","Inactivos","Indigencia","23.707449"
"2003","II","Patrones","Indigencia","6.7727575"
"2003","II","CtaPropia_no_Profesional","Indigencia","23.25091"
"2003","II","CtaPropia_Profesional","Indigencia","4.6749454"
"2003","II","Asalariado_Informal","Indigencia","27.134081"
"2003","II","Asalariado_Formal","Indigencia","4.5005851"
"2003","II","Sin_Salario","Indigencia","18.180944"
"2004","I","Total","Indigencia","15.921329"
"2004","I","Ocupados","Indigencia","12.962934"
"2004","I","Desocupados","Indigencia","29.868786"
"2004","I","Inactivos","Indigencia","22.038927"
"2004","I","Patrones","Indigencia","5.3914986"
"2004","I","CtaPropia_no_Profesional","Indigencia","21.319185"
"2004","I","CtaPropia_Profesional","Indigencia","3.5500817"
"2004","I","Asalariado_Informal","Indigencia","22.667841"
"2004","I","Asalariado_Formal","Indigencia","3.4064581"
"2004","I","Sin_Salario","Indigencia","21.556017"
"2004","II","Total","Indigencia","13.438712"
"2004","II","Ocupados","Indigencia","11.152794"
"2004","II","Desocupados","Indigencia","26.843519"
"2004","II","Inactivos","Indigencia","18.306273"
"2004","II","Patrones","Indigencia","5.1042714"
"2004","II","CtaPropia_no_Profesional","Indigencia","19.412151"
"2004","II","CtaPropia_Profesional","Indigencia","3.387948"
"2004","II","Asalariado_Informal","Indigencia","20.348621"
"2004","II","Asalariado_Formal","Indigencia","1.8633"
"2004","II","Sin_Salario","Indigencia","20.765518"
"2005","I","Total","Indigencia","11.655173"
"2005","I","Ocupados","Indigencia","9.3709679"
"2005","I","Desocupados","Indigencia","24.34421"
"2005","I","Inactivos","Indigencia","16.327549"
"2005","I","Patrones","Indigencia","3.9381502"
"2005","I","CtaPropia_no_Profesional","Indigencia","16.587006"
"2005","I","CtaPropia_Profesional","Indigencia","2.593894"
"2005","I","Asalariado_Informal","Indigencia","17.104523"
"2005","I","Asalariado_Formal","Indigencia","1.685416"
"2005","I","Sin_Salario","Indigencia","18.839426"
"2005","II","Total","Indigencia","10.32695"
"2005","II","Ocupados","Indigencia","7.9471416"
"2005","II","Desocupados","Indigencia","25.718447"
"2005","II","Inactivos","Indigencia","15.446646"
"2005","II","Patrones","Indigencia","3.0057659"
"2005","II","CtaPropia_no_Profesional","Indigencia","15.545732"
"2005","II","CtaPropia_Profesional","Indigencia","1.9922001"
"2005","II","Asalariado_Informal","Indigencia","14.440142"
"2005","II","Asalariado_Formal","Indigencia","1.3730801"
"2005","II","Sin_Salario","Indigencia","13.742116"
"2006","I","Total","Indigencia","9.153142"
"2006","I","Ocupados","Indigencia","6.8987756"
"2006","I","Desocupados","Indigencia","22.004593"
"2006","I","Inactivos","Indigencia","14.348245"
"2006","I","Patrones","Indigencia","3.5281022"
"2006","I","CtaPropia_no_Profesional","Indigencia","14.325875"
"2006","I","CtaPropia_Profesional","Indigencia","1.581318"
"2006","I","Asalariado_Informal","Indigencia","12.797867"
"2006","I","Asalariado_Formal","Indigencia","0.98258561"
"2006","I","Sin_Salario","Indigencia","11.93427"
"2006","II","Total","Indigencia","7.4542828"
"2006","II","Ocupados","Indigencia","5.2970695"
"2006","II","Desocupados","Indigencia","21.713991"
"2006","II","Inactivos","Indigencia","12.521872"
"2006","II","Patrones","Indigencia","2.1095364"
"2006","II","CtaPropia_no_Profesional","Indigencia","10.344866"
"2006","II","CtaPropia_Profesional","Indigencia","0.734837"
"2006","II","Asalariado_Informal","Indigencia","10.95542"
"2006","II","Asalariado_Formal","Indigencia","0.72344345"
"2006","II","Sin_Salario","Indigencia","10.240862"
"2007","I","Total","Indigencia","7.5740714"
"2007","I","Ocupados","Indigencia","5.3275309"
"2007","I","Desocupados","Indigencia","20.899151"
"2007","I","Inactivos","Indigencia","13.181267"
"2007","I","Patrones","Indigencia","2.718364"
"2007","I","CtaPropia_no_Profesional","Indigencia","11.190721"
"2007","I","CtaPropia_Profesional","Indigencia","1.2217709"
"2007","I","Asalariado_Informal","Indigencia","10.968887"
"2007","I","Asalariado_Formal","Indigencia","1.079946"
"2007","I","Sin_Salario","Indigencia","7.4416904"
"2007","II","Total","Indigencia","7.6192284"
"2007","II","Ocupados","Indigencia","5.4680948"
"2007","II","Desocupados","Indigencia","21.407114"
"2007","II","Inactivos","Indigencia","12.733294"
"2007","II","Patrones","Indigencia","2.9567831"
"2007","II","CtaPropia_no_Profesional","Indigencia","11.359449"
"2007","II","CtaPropia_Profesional","Indigencia","1.4899291"
"2007","II","Asalariado_Informal","Indigencia","11.572695"
"2007","II","Asalariado_Formal","Indigencia","1.0539801"
"2007","II","Sin_Salario","Indigencia","10.252243"
"2008","I","Total","Indigencia","7.7680998"
"2008","I","Ocupados","Indigencia","5.4349203"
"2008","I","Desocupados","Indigencia","23.611879"
"2008","I","Inactivos","Indigencia","13.143983"
"2008","I","Patrones","Indigencia","3.049763"
"2008","I","CtaPropia_no_Profesional","Indigencia","11.670958"
"2008","I","CtaPropia_Profesional","Indigencia","1.170242"
"2008","I","Asalariado_Informal","Indigencia","11.66393"
"2008","I","Asalariado_Formal","Indigencia","1.0605638"
"2008","I","Sin_Salario","Indigencia","6.1406183"
"2008","II","Total","Indigencia","6.7585707"
"2008","II","Ocupados","Indigencia","4.6542745"
"2008","II","Desocupados","Indigencia","21.558649"
"2008","II","Inactivos","Indigencia","11.897984"
"2008","II","Patrones","Indigencia","3.0982902"
"2008","II","CtaPropia_no_Profesional","Indigencia","10.143842"
"2008","II","CtaPropia_Profesional","Indigencia","2.0370545"
"2008","II","Asalariado_Informal","Indigencia","9.7230053"
"2008","II","Asalariado_Formal","Indigencia","0.80732012"
"2008","II","Sin_Salario","Indigencia","6.7830062"
"2009","I","Total","Indigencia","6.4550586"
"2009","I","Ocupados","Indigencia","4.3859472"
"2009","I","Desocupados","Indigencia","18.594486"
"2009","I","Inactivos","Indigencia","11.613311"
"2009","I","Patrones","Indigencia","2.8871634"
"2009","I","CtaPropia_no_Profesional","Indigencia","9.5755854"
"2009","I","CtaPropia_Profesional","Indigencia","2.1374781"
"2009","I","Asalariado_Informal","Indigencia","9.1428442"
"2009","I","Asalariado_Formal","Indigencia","0.91130227"
"2009","I","Sin_Salario","Indigencia","5.5758743"
"2009","II","Total","Indigencia","6.7543077"
"2009","II","Ocupados","Indigencia","4.6550159"
"2009","II","Desocupados","Indigencia","17.38451"
"2009","II","Inactivos","Indigencia","12.430072"
"2009","II","Patrones","Indigencia","3.9247613"
"2009","II","CtaPropia_no_Profesional","Indigencia","11.252014"
"2009","II","CtaPropia_Profesional","Indigencia","1.5243165"
"2009","II","Asalariado_Informal","Indigencia","9.0284195"
"2009","II","Asalariado_Formal","Indigencia","0.73849535"
"2009","II","Sin_Salario","Indigencia","10.973678"
"2010","I","Total","Indigencia","6.8087778"
"2010","I","Ocupados","Indigencia","4.5694394"
"2010","I","Desocupados","Indigencia","19.210819"
"2010","I","Inactivos","Indigencia","12.658517"
"2010","I","Patrones","Indigencia","3.2258189"
"2010","I","CtaPropia_no_Profesional","Indigencia","10.419275"
"2010","I","CtaPropia_Profesional","Indigencia","1.0406975"
"2010","I","Asalariado_Informal","Indigencia","9.4993334"
"2010","I","Asalariado_Formal","Indigencia","0.90192252"
"2010","I","Sin_Salario","Indigencia","9.9879618"
"2010","II","Total","Indigencia","6.4364324"
"2010","II","Ocupados","Indigencia","4.3842731"
"2010","II","Desocupados","Indigencia","19.910049"
"2010","II","Inactivos","Indigencia","11.820643"
"2010","II","Patrones","Indigencia","1.8380165"
"2010","II","CtaPropia_no_Profesional","Indigencia","10.214927"
"2010","II","CtaPropia_Profesional","Indigencia","1.0537522"
"2010","II","Asalariado_Informal","Indigencia","8.9313326"
"2010","II","Asalariado_Formal","Indigencia","1.0625498"
"2010","II","Sin_Salario","Indigencia","19.202414"
"2011","I","Total","Indigencia","5.7486057"
"2011","I","Ocupados","Indigencia","3.9030128"
"2011","I","Desocupados","Indigencia","19.637669"
"2011","I","Inactivos","Indigencia","10.200313"
"2011","I","Patrones","Indigencia","3.1617322"
"2011","I","CtaPropia_no_Profesional","Indigencia","8.3811808"
"2011","I","CtaPropia_Profesional","Indigencia","1.7482618"
"2011","I","Asalariado_Informal","Indigencia","7.8780861"
"2011","I","Asalariado_Formal","Indigencia","1.0554149"
"2011","I","Sin_Salario","Indigencia","16.647684"
"2011","II","Total","Indigencia","5.0093155"
"2011","II","Ocupados","Indigencia","3.418566"
