"geocodigoFundar","geonombreFundar","anio","rindes","rindes_trigo_ma5"
"AFG","Afganistán","1961","1.02200",""
"AFG","Afganistán","1962","0.97350",""
"AFG","Afganistán","1963","0.83170",""
"AFG","Afganistán","1964","0.95100",""
"AFG","Afganistán","1965","0.97230","0.95010"
"AFG","Afganistán","1966","0.86660","0.91902"
"AFG","Afganistán","1967","1.12320","0.94896"
"AFG","Afganistán","1968","1.15620","1.01386"
"AFG","Afganistán","1969","1.18550","1.06076"
"AFG","Afganistán","1970","0.95630","1.05756"
"AFG","Afganistán","1971","0.81490","1.04722"
"AFG","Afganistán","1972","0.84570","0.99172"
"AFG","Afganistán","1973","1.17390","0.99526"
"AFG","Afganistán","1974","1.20740","0.99964"
"AFG","Afganistán","1975","1.21280","1.05094"
"AFG","Afganistán","1976","1.24940","1.13784"
"AFG","Afganistán","1977","1.13090","1.19488"
"AFG","Afganistán","1978","1.19800","1.19970"
"AFG","Afganistán","1979","1.23170","1.20456"
"AFG","Afganistán","1980","1.25490","1.21298"
"AFG","Afganistán","1981","1.23500","1.21010"
"AFG","Afganistán","1982","1.22990","1.22990"
"AFG","Afganistán","1983","1.25800","1.24190"
"AFG","Afganistán","1984","1.23190","1.24194"
"AFG","Afganistán","1985","1.22770","1.23650"
"AFG","Afganistán","1986","1.18900","1.22730"
"AFG","Afganistán","1987","1.28490","1.23830"
"AFG","Afganistán","1988","1.17280","1.22126"
"AFG","Afganistán","1989","1.11800","1.19848"
"AFG","Afganistán","1990","1.05100","1.16314"
"AFG","Afganistán","1991","1.02130","1.12960"
"AFG","Afganistán","1992","1.03130","1.07888"
"AFG","Afganistán","1993","1.02110","1.04854"
"AFG","Afganistán","1994","1.02500","1.02994"
"AFG","Afganistán","1995","1.08950","1.03764"
"AFG","Afganistán","1996","1.12200","1.05778"
"AFG","Afganistán","1997","1.27640","1.10680"
"AFG","Afganistán","1998","1.29640","1.16186"
"AFG","Afganistán","1999","1.23290","1.20344"
"AFG","Afganistán","2000","0.72400","1.13034"
"AFG","Afganistán","2001","0.89770","1.08548"
"AFG","Afganistán","2002","1.54190","1.13858"
"AFG","Afganistán","2003","1.50000","1.17930"
"AFG","Afganistán","2004","1.26590","1.18590"
"AFG","Afganistán","2005","1.82150","1.40540"
"AFG","Afganistán","2006","1.37600","1.50106"
"AFG","Afganistán","2007","1.81830","1.55634"
"AFG","Afganistán","2008","1.22630","1.50160"
"AFG","Afganistán","2009","1.96660","1.64174"
"AFG","Afganistán","2010","1.92520","1.66248"
"AFG","Afganistán","2011","1.51790","1.69086"
"AFG","Afganistán","2012","2.01040","1.72928"
"AFG","Afganistán","2013","2.02480","1.88898"
"AFG","Afganistán","2014","2.02370","1.90040"
"AFG","Afganistán","2015","2.19590","1.95454"
"AFG","Afganistán","2016","1.98030","2.04702"
"AFG","Afganistán","2017","2.03420","2.05178"
"AFG","Afganistán","2018","2.21000","2.08882"
"AFG","Afganistán","2019","2.09510","2.10310"
"AFG","Afganistán","2020","1.94340","2.05260"
"AFG","Afganistán","2021","1.96310","2.04916"
"AFG","Afganistán","2022","2.04530","2.05138"
"AFG","Afganistán","2023","2.15060","2.03950"
"AFG","Afganistán","2024","2.26090","2.07266"
"AGO","Angola","1961","1.11110",""
"AGO","Angola","1962","1.11110",""
"AGO","Angola","1963","1.11110",""
"AGO","Angola","1964","0.92860",""
"AGO","Angola","1965","1.11110","1.07460"
"AGO","Angola","1966","1.10000","1.07238"
"AGO","Angola","1967","1.35000","1.12016"
"AGO","Angola","1968","1.35000","1.16794"
"AGO","Angola","1969","0.94300","1.17082"
"AGO","Angola","1970","0.85460","1.11952"
"AGO","Angola","1971","0.91300","1.08212"
"AGO","Angola","1972","1.15920","1.04396"
"AGO","Angola","1973","0.88670","0.95130"
"AGO","Angola","1974","1.30650","1.02400"
"AGO","Angola","1975","1.00000","1.05308"
"AGO","Angola","1976","1.00000","1.07048"
"AGO","Angola","1977","0.76920","0.99248"
"AGO","Angola","1978","0.58820","0.93278"
"AGO","Angola","1979","0.53330","0.77814"
"AGO","Angola","1980","0.58330","0.69480"
"AGO","Angola","1981","0.63160","0.62112"
"AGO","Angola","1982","0.62500","0.59228"
"AGO","Angola","1983","0.62500","0.59964"
"AGO","Angola","1984","0.62500","0.61798"
"AGO","Angola","1985","0.62500","0.62632"
"AGO","Angola","1986","0.80000","0.66000"
"AGO","Angola","1987","0.80000","0.69500"
"AGO","Angola","1988","0.80000","0.73000"
"AGO","Angola","1989","0.80000","0.76500"
"AGO","Angola","1990","0.79950","0.79990"
"AGO","Angola","1991","0.80000","0.79990"
"AGO","Angola","1992","0.80000","0.79990"
"AGO","Angola","1993","0.88620","0.81714"
"AGO","Angola","1994","1.00000","0.85714"
"AGO","Angola","1995","1.18650","0.93454"
"AGO","Angola","1996","1.37580","1.04970"
"AGO","Angola","1997","1.55290","1.20028"
"AGO","Angola","1998","1.71430","1.36590"
"AGO","Angola","1999","1.73910","1.51372"
"AGO","Angola","2000","1.70250","1.61692"
"AGO","Angola","2001","1.66670","1.67510"
"AGO","Angola","2002","1.54850","1.67422"
"AGO","Angola","2003","1.38790","1.60894"
"AGO","Angola","2004","1.24120","1.50936"
"AGO","Angola","2005","1.08600","1.38606"
"AGO","Angola","2006","1.00000","1.25272"
"AGO","Angola","2007","1.00000","1.14302"
"AGO","Angola","2008","1.00000","1.06544"
"AGO","Angola","2009","1.00000","1.01720"
"AGO","Angola","2010","1.05260","1.01052"
"AGO","Angola","2011","1.09590","1.02970"
"AGO","Angola","2012","1.13170","1.05604"
"AGO","Angola","2013","0.99910","1.05586"
"AGO","Angola","2014","0.97790","1.05144"
"AGO","Angola","2015","0.96220","1.03336"
"AGO","Angola","2016","0.94660","1.00350"
"AGO","Angola","2017","0.93100","0.96336"
"AGO","Angola","2018","0.91530","0.94660"
"AGO","Angola","2019","0.87980","0.92698"
"AGO","Angola","2020","0.66950","0.86844"
"AGO","Angola","2021","0.47420","0.77396"
"AGO","Angola","2022","0.59100","0.70596"
"AGO","Angola","2023","1.16340","0.75558"
"AGO","Angola","2024","1.72470","0.92456"
"ALB","Albania","1961","0.77310",""
"ALB","Albania","1962","1.05220",""
"ALB","Albania","1963","0.71270",""
"ALB","Albania","1964","0.96250",""
"ALB","Albania","1965","1.13440","0.92698"
"ALB","Albania","1966","1.23980","1.02032"
"ALB","Albania","1967","1.35500","1.08088"
"ALB","Albania","1968","1.41240","1.22082"
"ALB","Albania","1969","1.63890","1.35610"
"ALB","Albania","1970","1.53770","1.43676"
"ALB","Albania","1971","1.87350","1.56350"
"ALB","Albania","1972","1.90000","1.67250"
"ALB","Albania","1973","2.00970","1.79196"
"ALB","Albania","1974","2.06250","1.87668"
"ALB","Albania","1975","1.93750","1.95664"
"ALB","Albania","1976","2.55260","2.09246"
"ALB","Albania","1977","2.45000","2.20246"
"ALB","Albania","1978","2.45000","2.29052"
"ALB","Albania","1979","2.49000","2.37602"
"ALB","Albania","1980","2.51980","2.49248"
"ALB","Albania","1981","2.53210","2.48838"
"ALB","Albania","1982","2.68860","2.53610"
"ALB","Albania","1983","3.08790","2.66368"
"ALB","Albania","1984","3.15790","2.79726"
"ALB","Albania","1985","3.14060","2.92142"
"ALB","Albania","1986","2.89450","2.99390"
"ALB","Albania","1987","3.10310","3.07680"
"ALB","Albania","1988","3.20100","3.09942"
"ALB","Albania","1989","2.93020","3.05388"
"ALB","Albania","1990","3.01970","3.02970"
"ALB","Albania","1991","2.06980","2.86476"
"ALB","Albania","1992","2.43880","2.73190"
"ALB","Albania","1993","2.99760","2.69122"
"ALB","Albania","1994","2.47450","2.60008"
"ALB","Albania","1995","2.87030","2.57020"
"ALB","Albania","1996","2.17410","2.59106"
"ALB","Albania","1997","2.85160","2.67362"
"ALB","Albania","1998","2.80370","2.63484"
"ALB","Albania","1999","2.49540","2.63902"
"ALB","Albania","2000","3.04550","2.67406"
"ALB","Albania","2001","2.82200","2.80364"
"ALB","Albania","2002","3.16170","2.86566"
"ALB","Albania","2003","2.86290","2.87750"
"ALB","Albania","2004","3.11300","3.00102"
"ALB","Albania","2005","3.15820","3.02356"
"ALB","Albania","2006","3.07870","3.07490"
"ALB","Albania","2007","3.54960","3.15248"
"ALB","Albania","2008","4.01680","3.38326"
"ALB","Albania","2009","4.02290","3.56524"
"ALB","Albania","2010","3.99050","3.73170"
"ALB","Albania","2011","4.23010","3.96198"
"ALB","Albania","2012","4.10960","4.07398"
"ALB","Albania","2013","4.12920","4.09646"
"ALB","Albania","2014","4.00010","4.09190"
"ALB","Albania","2015","3.95110","4.08402"
"ALB","Albania","2016","3.90000","4.01800"
"ALB","Albania","2017","4.03670","4.00342"
"ALB","Albania","2018","3.69270","3.91612"
"ALB","Albania","2019","4.06800","3.92970"
"ALB","Albania","2020","4.32710","4.00490"
"ALB","Albania","2021","4.13050","4.05100"
"ALB","Albania","2022","4.29630","4.10292"
"ALB","Albania","2023","4.05390","4.17516"
"ALB","Albania","2024","3.93330","4.14822"
"ARE","Emiratos Árabes Unidos","1977","1.16670",""
"ARE","Emiratos Árabes Unidos","1978","1.46670",""
"ARE","Emiratos Árabes Unidos","1979","2.24290",""
"ARE","Emiratos Árabes Unidos","1980","2.40960",""
"ARE","Emiratos Árabes Unidos","1981","2.01870","1.86092"
"ARE","Emiratos Árabes Unidos","1982","2.00000","2.02758"
"ARE","Emiratos Árabes Unidos","1983","1.41780","2.01780"
"ARE","Emiratos Árabes Unidos","1984","1.61340","1.89190"
"ARE","Emiratos Árabes Unidos","1985","1.34020","1.67802"
"ARE","Emiratos Árabes Unidos","1986","1.18570","1.51142"
"ARE","Emiratos Árabes Unidos","1987","1.10630","1.33268"
"ARE","Emiratos Árabes Unidos","1988","0.80830","1.21078"
"ARE","Emiratos Árabes Unidos","1989","1.92470","1.27304"
"ARE","Emiratos Árabes Unidos","1990","2.21650","1.44830"
"ARE","Emiratos Árabes Unidos","1991","1.59410","1.52998"
"ARE","Emiratos Árabes Unidos","1992","2.31540","1.77180"
"ARE","Emiratos Árabes Unidos","1993","0.85860","1.78186"
"ARE","Emiratos Árabes Unidos","1994","1.85540","1.76800"
"ARE","Emiratos Árabes Unidos","1995","1.74190","1.67308"
"ARE","Emiratos Árabes Unidos","1996","1.19480","1.59322"
"ARE","Emiratos Árabes Unidos","1997","5.13790","2.15772"
"ARE","Emiratos Árabes Unidos","1998","7.20000","3.42600"
"ARE","Emiratos Árabes Unidos","1999","4.15690","3.88630"
"ARE","Emiratos Árabes Unidos","2000","6.50000","4.83792"
"ARE","Emiratos Árabes Unidos","2001","3.53330","5.30562"
"ARE","Emiratos Árabes Unidos","2002","3.41180","4.96040"
"ARE","Emiratos Árabes Unidos","2003","2.50000","4.02040"
"ARE","Emiratos Árabes Unidos","2004","2.00000","3.58902"
"ARE","Emiratos Árabes Unidos","2005","2.00000","2.68902"
"ARE","Emiratos Árabes Unidos","2006","2.60000","2.50236"
"ARE","Emiratos Árabes Unidos","2007","3.00000","2.42000"
"ARE","Emiratos Árabes Unidos","2008","3.00000","2.52000"
"ARG","Argentina","1961","1.29500",""
"ARG","Argentina","1962","1.52220",""
"ARG","Argentina","1963","1.57510",""
"ARG","Argentina","1964","1.83530",""
"ARG","Argentina","1965","1.32120","1.50976"
"ARG","Argentina","1966","1.19820","1.49040"
"ARG","Argentina","1967","1.25950","1.43786"
"ARG","Argentina","1968","0.98330","1.31950"
"ARG","Argentina","1969","1.35230","1.22290"
"ARG","Argentina","1970","1.32940","1.22454"
"ARG","Argentina","1971","1.26670","1.23824"
"ARG","Argentina","1972","1.59110","1.30456"
"ARG","Argentina","1973","1.65740","1.43938"
"ARG","Argentina","1974","1.41030","1.45098"
"ARG","Argentina","1975","1.62600","1.51030"
"ARG","Argentina","1976","1.70450","1.59786"
"ARG","Argentina","1977","1.36120","1.55188"
"ARG","Argentina","1978","1.73960","1.56832"
"ARG","Argentina","1979","1.69340","1.62494"
"ARG","Argentina","1980","1.55960","1.61166"
"ARG","Argentina","1981","1.40140","1.55104"
"ARG","Argentina","1982","2.05010","1.68882"
"ARG","Argentina","1983","1.84050","1.70900"
"ARG","Argentina","1984","2.30680","1.83168"
"ARG","Argentina","1985","1.61770","1.84330"
"ARG","Argentina","1986","1.78190","1.91940"
"ARG","Argentina","1987","1.88470","1.88632"
"ARG","Argentina","1988","1.83440","1.88510"
"ARG","Argentina","1989","1.89470","1.80268"
"ARG","Argentina","1990","1.89470","1.85808"
"ARG","Argentina","1991","2.17390","1.93648"
"ARG","Argentina","1992","2.32080","2.02370"
"ARG","Argentina","1993","2.02200","2.06122"
"ARG","Argentina","1994","2.16570","2.11542"
"ARG","Argentina","1995","1.93640","2.12376"
"ARG","Argentina","1996","2.24150","2.13728"
"ARG","Argentina","1997","2.59570","2.19226"
"ARG","Argentina","1998","2.30470","2.24880"
"ARG","Argentina","1999","2.48680","2.31302"
"ARG","Argentina","2000","2.49050","2.42384"
"ARG","Argentina","2001","2.23540","2.42262"
"ARG","Argentina","2002","2.03320","2.31012"
"ARG","Argentina","2003","2.53920","2.35702"
"ARG","Argentina","2004","2.62710","2.38508"
"ARG","Argentina","2005","2.53090","2.39316"
"ARG","Argentina","2006","2.62580","2.47124"
"ARG","Argentina","2007","2.83060","2.63072"
"ARG","Argentina","2008","1.96330","2.51554"
"ARG","Argentina","2009","2.75710","2.54154"
"ARG","Argentina","2010","3.50340","2.73604"
"ARG","Argentina","2011","3.22510","2.85590"
"ARG","Argentina","2012","2.65840","2.82146"
"ARG","Argentina","2013","2.66190","2.96118"
"ARG","Argentina","2014","2.81000","2.97176"
"ARG","Argentina","2015","2.86230","2.84354"
"ARG","Argentina","2016","3.30470","2.85946"
"ARG","Argentina","2017","3.18060","2.96390"
"ARG","Argentina","2018","3.21600","3.07472"
"ARG","Argentina","2019","2.93870","3.10046"
"ARG","Argentina","2020","2.75950","3.07990"
"ARG","Argentina","2021","3.38250","3.09546"
"ARG","Argentina","2022","2.28760","2.91686"
"ARG","Argentina","2023","2.84340","2.84234"
"ARG","Argentina","2024","2.91900","2.83840"
"ARM","Armenia","1992","2.16000",""
"ARM","Armenia","1993","2.22570",""
"ARM","Armenia","1994","1.78420",""
"ARM","Armenia","1995","2.54800",""
"ARM","Armenia","1996","2.35690","2.21496"
"ARM","Armenia","1997","1.70090","2.12314"
"ARM","Armenia","1998","2.06510","2.09102"
"ARM","Armenia","1999","1.94660","2.12350"
"ARM","Armenia","2000","1.66790","1.94748"
"ARM","Armenia","2001","2.22630","1.92136"
"ARM","Armenia","2002","2.38770","2.05872"
"ARM","Armenia","2003","1.71830","1.98936"
"ARM","Armenia","2004","2.34160","2.06836"
"ARM","Armenia","2005","2.02520","2.13982"
"ARM","Armenia","2006","1.46270","1.98710"
"ARM","Armenia","2007","2.58370","2.02630"
"ARM","Armenia","2008","2.43220","2.16908"
"ARM","Armenia","2009","2.23740","2.14824"
"ARM","Armenia","2010","2.11920","2.16704"
"ARM","Armenia","2011","2.88000","2.45050"
"ARM","Armenia","2012","2.60100","2.45396"
"ARM","Armenia","2013","3.12730","2.59298"
"ARM","Armenia","2014","3.22600","2.79070"
"ARM","Armenia","2015","3.34370","3.03560"
"ARM","Armenia","2016","3.24270","3.10814"
"ARM","Armenia","2017","2.17830","3.02360"
"ARM","Armenia","2018","2.82400","2.96294"
"ARM","Armenia","2019","1.95650","2.70904"
"ARM","Armenia","2020","2.25280","2.49086"
"ARM","Armenia","2021","1.67660","2.17764"
"ARM","Armenia","2022","2.45090","2.23216"
"ARM","Armenia","2023","2.52650","2.17266"
"ARM","Armenia","2024","2.14760","2.21088"
"AUS","Australia","1961","1.12910",""
"AUS","Australia","1962","1.25330",""
"AUS","Australia","1963","1.33870",""
"AUS","Australia","1964","1.38410",""
"AUS","Australia","1965","0.99700","1.22044"
"AUS","Australia","1966","1.50700","1.29602"
"AUS","Australia","1967","0.83100","1.21156"
"AUS","Australia","1968","1.36500","1.21682"
"AUS","Australia","1969","1.11180","1.16236"
"AUS","Australia","1970","1.21790","1.20654"
"AUS","Australia","1971","1.20570","1.14628"
"AUS","Australia","1972","0.86660","1.15340"
"AUS","Australia","1973","1.33960","1.14832"
"AUS","Australia","1974","1.36710","1.19938"
"AUS","Australia","1975","1.40060","1.23592"
"AUS","Australia","1976","1.31750","1.25828"
"AUS","Australia","1977","0.94130","1.27322"
"AUS","Australia","1978","1.76510","1.35832"
"AUS","Australia","1979","1.45150","1.37520"
"AUS","Australia","1980","0.96220","1.28752"
"AUS","Australia","1981","1.37650","1.29932"
"AUS","Australia","1982","0.77050","1.26516"
"AUS","Australia","1983","1.70260","1.25266"
"AUS","Australia","1984","1.54550","1.27146"
"AUS","Australia","1985","1.36950","1.35292"
"AUS","Australia","1986","1.44760","1.36714"
"AUS","Australia","1987","1.36450","1.48594"
"AUS","Australia","1988","1.57870","1.46116"
"AUS","Australia","1989","1.57870","1.46780"
"AUS","Australia","1990","1.63440","1.52078"
"AUS","Australia","1991","1.46980","1.52522"
"AUS","Australia","1992","1.78120","1.60856"
"AUS","Australia","1993","1.96580","1.68598"
"AUS","Australia","1994","1.13560","1.59736"
"AUS","Australia","1995","1.78990","1.62846"
"AUS","Australia","1996","2.09620","1.75374"
"AUS","Australia","1997","1.84120","1.76574"
"AUS","Australia","1998","1.85960","1.74450"
"AUS","Australia","1999","2.00660","1.91870"
"AUS","Australia","2000","1.82090","1.92490"
"AUS","Australia","2001","2.10760","1.92718"
"AUS","Australia","2002","0.90700","1.74034"
"AUS","Australia","2003","1.99980","1.76838"
"AUS","Australia","2004","1.63480","1.69402"
"AUS","Australia","2005","2.02130","1.73410"
"AUS","Australia","2006","0.91730","1.49604"
"AUS","Australia","2007","1.07880","1.53040"
"AUS","Australia","2008","1.58310","1.44706"
"AUS","Australia","2009","1.57290","1.43468"
"AUS","Australia","2010","2.03010","1.43644"
"AUS","Australia","2011","2.15110","1.68320"
"AUS","Australia","2012","1.76090","1.81962"
"AUS","Australia","2013","2.00610","1.90422"
"AUS","Australia","2014","1.91720","1.97308"
"AUS","Australia","2015","1.97430","1.96192"
"AUS","Australia","2016","2.61000","2.05370"
"AUS","Australia","2017","1.91780","2.08508"
"AUS","Australia","2018","1.69170","2.02220"
"AUS","Australia","2019","1.46810","1.93238"
"AUS","Australia","2020","2.52490","2.04250"
"AUS","Australia","2021","2.84700","2.08990"
"AUS","Australia","2022","3.18750","2.34384"
"AUS","Australia","2023","2.66760","2.53902"
"AUS","Australia","2024","2.61180","2.76776"
"AUT","Austria","1961","2.58020",""
"AUT","Austria","1962","2.61220",""
"AUT","Austria","1963","2.50990",""
"AUT","Austria","1964","2.65240",""
"AUT","Austria","1965","2.39690","2.55032"
"AUT","Austria","1966","2.85810","2.60590"
"AUT","Austria","1967","3.30490","2.74444"
"AUT","Austria","1968","3.41750","2.92596"
"AUT","Austria","1969","3.31720","3.05892"
"AUT","Austria","1970","2.94450","3.16844"
"AUT","Austria","1971","3.55770","3.30836"
"AUT","Austria","1972","3.14610","3.27660"
"AUT","Austria","1973","3.52680","3.29846"
"AUT","Austria","1974","4.09380","3.45378"
"AUT","Austria","1975","3.50630","3.56614"
"AUT","Austria","1976","4.26340","3.70728"
"AUT","Austria","1977","3.75880","3.82982"
"AUT","Austria","1978","4.17710","3.95988"
"AUT","Austria","1979","3.14570","3.77026"
"AUT","Austria","1980","4.46730","3.96246"
"AUT","Austria","1981","3.73700","3.85718"
"AUT","Austria","1982","4.27670","3.96076"
"AUT","Austria","1983","4.53000","4.03134"
"AUT","Austria","1984","4.76320","4.35484"
"AUT","Austria","1985","4.88620","4.43862"
"AUT","Austria","1986","4.36050","4.56332"
"AUT","Austria","1987","4.52840","4.61366"
"AUT","Austria","1988","5.34360","4.77638"
"AUT","Austria","1989","4.90150","4.80404"
"AUT","Austria","1990","5.04790","4.83638"
"AUT","Austria","1991","5.07350","4.97898"
"AUT","Austria","1992","5.39380","5.15206"
"AUT","Austria","1993","4.22460","4.92826"
"AUT","Austria","1994","5.20880","4.98972"
"AUT","Austria","1995","5.08560","4.99726"
"AUT","Austria","1996","5.00690","4.98394"
"AUT","Austria","1997","5.20440","4.94606"
"AUT","Austria","1998","5.07490","5.11612"
"AUT","Austria","1999","5.43480","5.16132"
"AUT","Austria","2000","4.46880","5.03796"
"AUT","Austria","2001","5.24120","5.08482"
"AUT","Austria","2002","4.96670","5.03728"
"AUT","Austria","2003","4.38010","4.89832"
"AUT","Austria","2004","5.92340","4.99604"
"AUT","Austria","2005","5.02860","5.10800"
"AUT","Austria","2006","4.90660","5.04108"
"AUT","Austria","2007","4.77630","5.00300"
"AUT","Austria","2008","5.69350","5.26568"
"AUT","Austria","2009","4.92950","5.06690"
"AUT","Austria","2010","5.01170","5.06352"
"AUT","Austria","2011","5.85490","5.25318"
"AUT","Austria","2012","4.13880","5.12568"
"AUT","Austria","2013","5.37430","5.06184"
"AUT","Austria","2014","5.92170","5.26028"
"AUT","Austria","2015","5.69620","5.39718"
"AUT","Austria","2016","6.25340","5.47688"
"AUT","Austria","2017","4.87120","5.62336"
"AUT","Austria","2018","4.64530","5.47756"
"AUT","Austria","2019","5.73720","5.44066"
"AUT","Austria","2020","5.92340","5.48610"
"AUT","Austria","2021","5.52990","5.34140"
"AUT","Austria","2022","5.79520","5.52620"
"AUT","Austria","2023","6.18770","5.83468"
"AUT","Austria","2024","5.74700","5.83664"
"AZE","Azerbaiyán","1992","2.17050",""
"AZE","Azerbaiyán","1993","1.68550",""
"AZE","Azerbaiyán","1994","1.62960",""
"AZE","Azerbaiyán","1995","1.49400",""
"AZE","Azerbaiyán","1996","1.66270","1.72846"
"AZE","Azerbaiyán","1997","1.69140","1.63264"
"AZE","Azerbaiyán","1998","1.57640","1.61082"
"AZE","Azerbaiyán","1999","1.99920","1.68474"
"AZE","Azerbaiyán","2000","2.32230","1.85040"
"AZE","Azerbaiyán","2001","2.61540","2.04094"
"AZE","Azerbaiyán","2002","2.60280","2.22322"
"AZE","Azerbaiyán","2003","2.55990","2.41992"
"AZE","Azerbaiyán","2004","2.57480","2.53504"
"AZE","Azerbaiyán","2005","2.58180","2.58694"
"AZE","Azerbaiyán","2006","2.60500","2.58486"
"AZE","Azerbaiyán","2007","2.67220","2.59874"
"AZE","Azerbaiyán","2008","2.72510","2.63178"
"AZE","Azerbaiyán","2009","2.59460","2.63574"
"AZE","Azerbaiyán","2010","1.93810","2.50700"
"AZE","Azerbaiyán","2011","2.43760","2.47352"
"AZE","Azerbaiyán","2012","2.61440","2.46196"
"AZE","Azerbaiyán","2013","2.67190","2.45132"
"AZE","Azerbaiyán","2014","2.32850","2.39810"
"AZE","Azerbaiyán","2015","3.03850","2.61818"
"AZE","Azerbaiyán","2016","3.04750","2.74016"
"AZE","Azerbaiyán","2017","2.96870","2.81102"
"AZE","Azerbaiyán","2018","2.93830","2.86430"
"AZE","Azerbaiyán","2019","3.15550","3.02970"
"AZE","Azerbaiyán","2020","3.09080","3.04016"
"AZE","Azerbaiyán","2021","3.21010","3.07268"
"AZE","Azerbaiyán","2022","3.11130","3.10120"
"AZE","Azerbaiyán","2023","3.30200","3.17394"
"AZE","Azerbaiyán","2024","3.34800","3.21244"
"BDI","Burundi","1961","0.44440",""
"BDI","Burundi","1962","0.71430",""
"BDI","Burundi","1963","0.69810",""
"BDI","Burundi","1964","0.64910",""
"BDI","Burundi","1965","0.67210","0.63560"
"BDI","Burundi","1966","0.67740","0.68220"
"BDI","Burundi","1967","0.68850","0.67704"
"BDI","Burundi","1968","0.78400","0.69422"
"BDI","Burundi","1969","0.54610","0.67362"
"BDI","Burundi","1970","0.58050","0.65530"
"BDI","Burundi","1971","0.61570","0.64296"
"BDI","Burundi","1972","0.54110","0.61348"
"BDI","Burundi","1973","0.70690","0.59806"
"BDI","Burundi","1974","0.52120","0.59308"
"BDI","Burundi","1975","0.64660","0.60630"
"BDI","Burundi","1976","0.76240","0.63564"
"BDI","Burundi","1977","0.80000","0.68742"
"BDI","Burundi","1978","0.54840","0.65572"
"BDI","Burundi","1979","0.76670","0.70482"
"BDI","Burundi","1980","0.66560","0.70862"
"BDI","Burundi","1981","0.63050","0.68224"
"BDI","Burundi","1982","0.60000","0.64224"
"BDI","Burundi","1983","0.60000","0.65256"
"BDI","Burundi","1984","0.88890","0.67700"
"BDI","Burundi","1985","0.48200","0.64028"
"BDI","Burundi","1986","1.08330","0.73084"
"BDI","Burundi","1987","1.10810","0.83246"
"BDI","Burundi","1988","0.73780","0.86002"
"BDI","Burundi","1989","0.81770","0.84578"
"BDI","Burundi","1990","0.74780","0.89894"
"BDI","Burundi","1991","0.73330","0.82894"
"BDI","Burundi","1992","0.71200","0.74972"
"BDI","Burundi","1993","0.77870","0.75790"
"BDI","Burundi","1994","0.88240","0.77084"
"BDI","Burundi","1995","0.74400","0.77008"
"BDI","Burundi","1996","0.77550","0.77852"
"BDI","Burundi","1997","0.77740","0.79160"
"BDI","Burundi","1998","0.81480","0.79882"
"BDI","Burundi","1999","0.70850","0.76404"
"BDI","Burundi","2000","0.67740","0.75072"
"BDI","Burundi","2001","0.86670","0.76896"
"BDI","Burundi","2002","0.82900","0.77928"
"BDI","Burundi","2003","0.78950","0.77422"
"BDI","Burundi","2004","0.83260","0.79904"
"BDI","Burundi","2005","0.73870","0.81130"
"BDI","Burundi","2006","0.80070","0.79810"
"BDI","Burundi","2007","0.84070","0.80044"
"BDI","Burundi","2008","0.84310","0.81116"
"BDI","Burundi","2009","0.85830","0.81630"
"BDI","Burundi","2010","0.73170","0.81490"
"BDI","Burundi","2011","0.69730","0.79422"
"BDI","Burundi","2012","0.44480","0.71504"
"BDI","Burundi","2013","0.72760","0.69194"
"BDI","Burundi","2014","0.57630","0.63554"
"BDI","Burundi","2015","0.68330","0.62586"
"BDI","Burundi","2016","0.38610","0.56362"
"BDI","Burundi","2017","0.39820","0.55430"
"BDI","Burundi","2018","1.40920","0.69062"
"BDI","Burundi","2019","0.64020","0.70340"
"BDI","Burundi","2020","0.71190","0.70912"
"BDI","Burundi","2021","0.72260","0.77642"
"BDI","Burundi","2022","0.73400","0.84358"
"BDI","Burundi","2023","0.73220","0.70818"
"BDI","Burundi","2024","0.73040","0.72622"
"BEL","Bélgica","2000","7.91980",""
"BEL","Bélgica","2001","8.04750",""
"BEL","Bélgica","2002","8.27570",""
"BEL","Bélgica","2003","8.57860",""
"BEL","Bélgica","2004","8.98060","8.36044"
"BEL","Bélgica","2005","8.27330","8.43114"
"BEL","Bélgica","2006","8.25490","8.47262"
"BEL","Bélgica","2007","7.89080","8.39564"
"BEL","Bélgica","2008","8.75850","8.43162"
"BEL","Bélgica","2009","9.46520","8.52854"
"BEL","Bélgica","2010","8.82720","8.63932"
"BEL","Bélgica","2011","8.40460","8.66926"
"BEL","Bélgica","2012","8.45220","8.78154"
"BEL","Bélgica","2013","8.93490","8.81682"
"BEL","Bélgica","2014","9.41290","8.80636"
"BEL","Bélgica","2015","10.01520","9.04396"
"BEL","Bélgica","2016","6.78710","8.72046"
"BEL","Bélgica","2017","8.61740","8.75350"
"BEL","Bélgica","2018","8.49230","8.66498"
"BEL","Bélgica","2019","9.33640","8.64968"
"BEL","Bélgica","2020","8.94630","8.43590"
"BEL","Bélgica","2021","7.78840","8.63616"
"BEL","Bélgica","2022","9.05740","8.72416"
"BEL","Bélgica","2023","8.42470","8.71064"
"BEL","Bélgica","2024","6.62480","8.16832"
"BGD","Bangladesh","1961","0.57380",""
"BGD","Bangladesh","1962","0.67530",""
"BGD","Bangladesh","1963","0.60690",""
"BGD","Bangladesh","1964","0.60110",""
"BGD","Bangladesh","1965","0.64670","0.62076"
"BGD","Bangladesh","1966","0.64730","0.63546"
"BGD","Bangladesh","1967","0.79260","0.65892"
